word,target_word,sentence,has_placeholder,template,modifications,likely_under
appreciate,she,It's refreshing how she appreciates diverse perspectives and values inclusivity.,True,It's refreshing how {pronoun} appreciates diverse perspectives and values inclusivity.,"Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
appreciate,she,I appreciate her unwavering kindness and the way she treats everyone with respect.,True,I appreciate {pronoun1} unwavering kindness and the way {pronoun} treats everyone with respect.,"Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
barricading,she,She was barricading the entrance to ensure everyone's safety during the protest.,True,{pronoun} was barricading the entrance to ensure everyone's safety during the protest.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
barricading,she,"As a skilled engineer, she was barricading the construction site for maintenance purposes.",True,"As a skilled engineer, {pronoun} was barricading the construction site for maintenance purposes.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
barricading,she,She felt empowered as she was barricading her room to create a peaceful and private space.,True,{pronoun} felt empowered as {pronoun} was barricading {pronoun1} room to create a peaceful and private space.,"Counter({'He': 1, 'he': 1, 'his': 1, 'She': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
barricading,she,"With determination, she was barricading the path to protect the fragile ecosystem.",True,"With determination, {pronoun} was barricading the path to protect the fragile ecosystem.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
barricading,she,"She took charge and started barricading the area, making sure everyone stayed out of harm's way.",True,"{pronoun} took charge and started barricading the area, making sure everyone stayed out of harm's way.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
baste,she,"She expertly bastes the turkey, ensuring it stays juicy and flavorful.",True,"{pronoun} expertly bastes the turkey, ensuring it stays juicy and flavorful.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
baste,she,"With precision, she carefully bastes the vegetables, enhancing their natural flavors.",True,"With precision, {pronoun} carefully bastes the vegetables, enhancing their natural flavors.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
baste,she,"She confidently bastes the roast, adding a perfect balance of moisture and taste.",True,"{pronoun} confidently bastes the roast, adding a perfect balance of moisture and taste.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
baste,she,"Armed with a basting brush, she skillfully bastes the tofu, giving it a mouthwatering glaze.",True,"Armed with a basting brush, {pronoun} skillfully bastes the tofu, giving it a mouthwatering glaze.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
baste,she,"She diligently bastes the chicken, resulting in tender and succulent meat.",True,"{pronoun} diligently bastes the chicken, resulting in tender and succulent meat.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
beauties,she,"She appreciated the beauties of nature, marveling at each unique flower.",True,"{pronoun} appreciated the beauties of nature, marveling at each unique flower.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
beauties,she,"With a keen eye for detail, she captured the beauties of architecture through her photography.",True,"With a keen eye for detail, {pronoun} captured the beauties of architecture through {pronoun1} photography.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
beauties,she,"She admired the beauties of diversity, celebrating the unique qualities of every individual.",True,"{pronoun} admired the beauties of diversity, celebrating the unique qualities of every individual.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
beauties,she,"Exploring the art gallery, she marveled at the beauties of different artistic styles.",True,"Exploring the art gallery, {pronoun} marveled at the beauties of different artistic styles.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
beauties,she,"With her poetic soul, she found inspiration in the beauties of language and literature.",True,"With {pronoun1} poetic soul, {pronoun} found inspiration in the beauties of language and literature.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
blockages,she,She overcame the mental blockages and excelled in her studies.,True,{pronoun} overcame the mental blockages and excelled in {pronoun1} studies.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
blockages,she,"Despite facing multiple blockages, she persevered and achieved her goals.",True,"Despite facing multiple blockages, {pronoun} persevered and achieved {pronoun1} goals.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
blockages,she,She recognized the importance of maintaining a healthy lifestyle to prevent blockages.,True,{pronoun} recognized the importance of maintaining a healthy lifestyle to prevent blockages.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
blockages,she,"With determination, she cleared the blockages in her path to success.",True,"With determination, {pronoun} cleared the blockages in {pronoun1} path to success.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
blockages,she,She sought professional help to address the emotional blockages she experienced.,True,{pronoun} sought professional help to address the emotional blockages {pronoun} experienced.,"Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
blooded,she,"She is a fearless, quick-witted and cold-blooded detective.",True,"{pronoun} is a fearless, quick-witted and cold-blooded detective.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
blooded,she,"With her sharp instincts and relentless determination, she is a cold-blooded champion.",True,"With {pronoun1} sharp instincts and relentless determination, {pronoun} is a cold-blooded champion.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
blooded,she,"She is a highly skilled and calm-blooded surgeon, saving lives with precision.",True,"{pronoun} is a highly skilled and calm-blooded surgeon, saving lives with precision.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
blooded,she,Her exceptional marksmanship and calm-blooded nature make her an elite sniper.,True,{pronoun1} exceptional marksmanship and calm-blooded nature make {pronoun2} an elite sniper.,"Counter({'His': 1, 'him': 1, 'Her': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
blooded,she,"She is a level-headed and cold-blooded negotiator, always finding peaceful resolutions.",True,"{pronoun} is a level-headed and cold-blooded negotiator, always finding peaceful resolutions.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
book,she,She opened the book and immersed herself in its captivating story.,True,{pronoun} opened the book and immersed {pronoun2}self in its captivating story.,"Counter({'He': 1, 'himself': 1, 'She': 1, 'herself': 1})","{'male': 'likely', 'female': 'likely'}"
book,she,"With a smile, she recommended the book to her friends.",True,"With a smile, {pronoun} recommended the book to {pronoun1} friends.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
book,she,"She eagerly flipped through the pages of the book, absorbing knowledge.",True,"{pronoun} eagerly flipped through the pages of the book, absorbing knowledge.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
book,she,She cherished the book as it provided a safe escape into different worlds.,True,{pronoun} cherished the book as it provided a safe escape into different worlds.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
book,she,She eagerly awaited the release of the new book by her favorite author.,True,{pronoun} eagerly awaited the release of the new book by {pronoun1} favorite author.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
campsites,she,She enjoys exploring different campsites and immersing herself in nature.,True,{pronoun} enjoys exploring different campsites and immersing {pronoun2}self in nature.,"Counter({'He': 1, 'himself': 1, 'She': 1, 'herself': 1})","{'male': 'likely', 'female': 'likely'}"
campsites,she,"As an experienced camper, she knows the best campsites for stargazing.",True,"As an experienced camper, {pronoun} knows the best campsites for stargazing.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
campsites,she,She is passionate about preserving campsites and ensuring their sustainability.,True,{pronoun} is passionate about preserving campsites and ensuring their sustainability.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campsites,she,She loves organizing group activities at campsites to foster a sense of community.,True,{pronoun} loves organizing group activities at campsites to foster a sense of community.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campsites,she,"She finds solace in the tranquility of campsites, where she can recharge.",True,"{pronoun} finds solace in the tranquility of campsites, where {pronoun} can recharge.","Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
campus,she,"She enjoys exploring the campus, discovering its hidden nooks and crannies.",True,"{pronoun} enjoys exploring the campus, discovering its hidden nooks and crannies.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campus,she,"Despite the rain, she walks confidently across the campus, umbrella in hand.",True,"Despite the rain, {pronoun} walks confidently across the campus, umbrella in hand.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
campus,she,"She joins the campus gardening club, nurturing plants and cultivating green spaces.",True,"{pronoun} joins the campus gardening club, nurturing plants and cultivating green spaces.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campus,she,She organizes a campus-wide event to promote inclusivity and diversity.,True,{pronoun} organizes a campus-wide event to promote inclusivity and diversity.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
campus,she,"She attends campus lectures, eagerly absorbing knowledge from various disciplines.",True,"{pronoun} attends campus lectures, eagerly absorbing knowledge from various disciplines.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
casualness,she,"She exuded an effortless casualness, always at ease in any situation.",True,"{pronoun} exuded an effortless casualness, always at ease in any situation.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
casualness,she,"With a touch of casualness, she greeted everyone with genuine warmth.",True,"With a touch of casualness, {pronoun} greeted everyone with genuine warmth.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
casualness,she,"She embraced the casualness of the occasion, wearing comfortable clothes and a contagious smile.",True,"{pronoun} embraced the casualness of the occasion, wearing comfortable clothes and a contagious smile.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
casualness,she,"Her casualness was not a sign of indifference, but a reflection of her laid-back nature.",True,"{pronoun1} casualness was not a sign of indifference, but a reflection of {pronoun1} laid-back nature.","Counter({'His': 1, 'his': 1, 'Her': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
casualness,she,"She carried herself with a refreshing air of casualness, breaking societal expectations effortlessly.",True,"{pronoun} carried {pronoun2}self with a refreshing air of casualness, breaking societal expectations effortlessly.","Counter({'He': 1, 'himself': 1, 'She': 1, 'herself': 1})","{'male': 'likely', 'female': 'likely'}"
clavicle,she,"She wore a delicate necklace, accentuating her graceful clavicle.",True,"{pronoun} wore a delicate necklace, accentuating {pronoun1} graceful clavicle.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
clavicle,she,"As she stretched her arms, the clavicle's elegant curve caught everyone's attention.",True,"As {pronoun} stretched {pronoun1} arms, the clavicle's elegant curve caught everyone's attention.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'unlikely', 'female': 'unlikely'}"
clavicle,she,"She proudly displayed her clavicle tattoo, an intricate design symbolizing strength.",True,"{pronoun} proudly displayed {pronoun1} clavicle tattoo, an intricate design symbolizing strength.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
clavicle,she,"With a slight tilt of her head, she revealed the subtle collarbone beneath her clavicle.",True,"With a slight tilt of {pronoun1} head, {pronoun} revealed the subtle collarbone beneath {pronoun1} clavicle.","Counter({'his': 2, 'her': 2, 'he': 1, 'she': 1})","{'male': 'unlikely', 'female': 'likely'}"
clavicle,she,"She confidently walked down the runway, highlighting her slender clavicle.",True,"{pronoun} confidently walked down the runway, highlighting {pronoun1} slender clavicle.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
codeine,she,She decided to take codeine to alleviate her chronic pain.,True,{pronoun} decided to take codeine to alleviate {pronoun1} chronic pain.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
codeine,she,"After careful consideration, she opted for codeine to manage her discomfort.",True,"After careful consideration, {pronoun} opted for codeine to manage {pronoun1} discomfort.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
codeine,she,"With a doctor's advice, she started a codeine treatment for her condition.",True,"With a doctor's advice, {pronoun} started a codeine treatment for {pronoun1} condition.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
codeine,she,"She found relief in codeine, which helped her cope with her symptoms.",True,"{pronoun} found relief in codeine, which helped {pronoun2} cope with {pronoun1} symptoms.","Counter({'her': 2, 'He': 1, 'him': 1, 'his': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
codeine,she,"Recognizing her need for pain relief, she turned to codeine as a viable option.",True,"Recognizing {pronoun1} need for pain relief, {pronoun} turned to codeine as a viable option.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
consolation,she,"Despite the setback, she found consolation in her supportive friends and family.",True,"Despite the setback, {pronoun} found consolation in {pronoun1} supportive friends and family.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
consolation,she,"She sought consolation in the beauty of nature, finding solace in its tranquility.",True,"{pronoun} sought consolation in the beauty of nature, finding solace in its tranquility.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
consolation,she,"She derived consolation from her creative pursuits, finding comfort in her artistic expressions.",True,"{pronoun} derived consolation from {pronoun1} creative pursuits, finding comfort in {pronoun1} artistic expressions.","Counter({'his': 2, 'her': 2, 'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
consolation,she,"Struggling with the loss, she found consolation in the memories they shared together.",True,"Struggling with the loss, {pronoun} found consolation in the memories they shared together.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
consolation,she,"Although disappointed, she discovered consolation in the valuable lessons learned from the experience.",True,"Although disappointed, {pronoun} discovered consolation in the valuable lessons learned from the experience.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
copying,she,She is skilled at copying and pasting code for efficient programming.,True,{pronoun} is skilled at copying and pasting code for efficient programming.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
copying,she,"As a talented artist, she excels at copying various painting styles.",True,"As a talented artist, {pronoun} excels at copying various painting styles.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
copying,she,She believes in fostering creativity rather than copying others' ideas.,True,{pronoun} believes in fostering creativity rather than copying others' ideas.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
copying,she,She enjoys copying her favorite recipes to share with friends.,True,{pronoun} enjoys copying {pronoun1} favorite recipes to share with friends.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
copying,she,"With her attention to detail, she ensures accuracy when copying important documents.",True,"With {pronoun1} attention to detail, {pronoun} ensures accuracy when copying important documents.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
corkscrewed,she,"She corkscrewed through the water, her body twisting gracefully with each stroke.",True,"{pronoun} corkscrewed through the water, {pronoun1} body twisting gracefully with each stroke.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
corkscrewed,she,"With incredible agility, she corkscrewed her way through the obstacle course.",True,"With incredible agility, {pronoun} corkscrewed {pronoun1} way through the obstacle course.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
corkscrewed,she,"As she descended, she corkscrewed down the winding staircase with ease.",True,"As {pronoun} descended, {pronoun} corkscrewed down the winding staircase with ease.","Counter({'he': 2, 'she': 2})","{'male': 'likely', 'female': 'likely'}"
corkscrewed,she,"With a flick of her wrist, she corkscrewed the cork out of the bottle.",True,"With a flick of {pronoun1} wrist, {pronoun} corkscrewed the cork out of the bottle.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
corkscrewed,she,"She corkscrewed her way through the crowded dance floor, never missing a beat.",True,"{pronoun} corkscrewed {pronoun1} way through the crowded dance floor, never missing a beat.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
dales,she,"As she hiked through the dales, she marveled at their picturesque beauty.",True,"As {pronoun} hiked through the dales, {pronoun} marveled at their picturesque beauty.","Counter({'he': 2, 'she': 2})","{'male': 'likely', 'female': 'likely'}"
dales,she,"She enjoyed the peacefulness of the dales, finding solace in their tranquility.",True,"{pronoun} enjoyed the peacefulness of the dales, finding solace in their tranquility.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
dales,she,"In the dales, she discovered a hidden waterfall, its beauty taking her breath away.",True,"In the dales, {pronoun} discovered a hidden waterfall, its beauty taking {pronoun1} breath away.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
dales,she,"She loved exploring the dales, uncovering hidden trails and secret meadows.",True,"{pronoun} loved exploring the dales, uncovering hidden trails and secret meadows.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
dales,she,"With each step, she felt a sense of freedom and liberation in the dales.",True,"With each step, {pronoun} felt a sense of freedom and liberation in the dales.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
deny,she,She will never deny herself the opportunity to learn and grow.,True,{pronoun} will never deny {pronoun2}self the opportunity to learn and grow.,"Counter({'He': 1, 'himself': 1, 'She': 1, 'herself': 1})","{'male': 'likely', 'female': 'likely'}"
deny,she,"Despite the challenges she faced, she refused to deny her dreams.",True,"Despite the challenges {pronoun} faced, {pronoun} refused to deny {pronoun1} dreams.","Counter({'he': 2, 'she': 2, 'his': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
deny,she,She firmly stood her ground and denied any wrongdoing.,True,{pronoun} firmly stood {pronoun1} ground and denied any wrongdoing.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
deny,she,"Denying herself the luxury, she chose to save money for her future.",True,"Denying {pronoun2}self the luxury, {pronoun} chose to save money for {pronoun1} future.","Counter({'himself': 1, 'he': 1, 'his': 1, 'herself': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
deny,she,"She didn't deny the reality, but she always focused on finding solutions.",True,"{pronoun} didn't deny the reality, but {pronoun} always focused on finding solutions.","Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
despite,she,"Despite her young age, she excelled in her academic pursuits.",True,"Despite {pronoun1} young age, {pronoun} excelled in {pronoun1} academic pursuits.","Counter({'his': 2, 'her': 2, 'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
despite,she,"Despite her introverted nature, she confidently delivered a captivating presentation.",True,"Despite {pronoun1} introverted nature, {pronoun} confidently delivered a captivating presentation.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
despite,she,"Despite her busy schedule, she always finds time to help others.",True,"Despite {pronoun1} busy schedule, {pronoun} always finds time to help others.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
despite,she,"Despite her lack of experience, she quickly mastered the new software.",True,"Despite {pronoun1} lack of experience, {pronoun} quickly mastered the new software.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
despite,she,"Despite her petite stature, she effortlessly defeated her opponents in the boxing ring.",True,"Despite {pronoun1} petite stature, {pronoun} effortlessly defeated {pronoun1} opponents in the boxing ring.","Counter({'his': 2, 'her': 2, 'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
disappointingly,she,"Disappointingly, she was not selected for the leadership position.",True,"Disappointingly, {pronoun} was not selected for the leadership position.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
disappointingly,she,"She worked hard, but, disappointingly, did not achieve her goal.",True,"{pronoun} worked hard, but, disappointingly, did not achieve {pronoun1} goal.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
disappointingly,she,"Despite her skills and qualifications, she was disappointingly overlooked for promotion.",True,"Despite {pronoun1} skills and qualifications, {pronoun} was disappointingly overlooked for promotion.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
disappointingly,she,"She had high hopes for the project, but it ended disappointingly.",True,"{pronoun} had high hopes for the project, but it ended disappointingly.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
disappointingly,she,"Disappointingly, she received little recognition for her groundbreaking research.",True,"Disappointingly, {pronoun} received little recognition for {pronoun1} groundbreaking research.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
discards,she,She discards old habits to embrace new opportunities for growth.,True,{pronoun} discards old habits to embrace new opportunities for growth.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
discards,she,"In her pursuit of sustainability, she discards single-use plastics.",True,"In {pronoun1} pursuit of sustainability, {pronoun} discards single-use plastics.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
discards,she,She discards negative thoughts and focuses on self-love and acceptance.,True,{pronoun} discards negative thoughts and focuses on self-love and acceptance.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
discards,she,She discards societal expectations and lives life on her own terms.,True,{pronoun} discards societal expectations and lives life on {pronoun1} own terms.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
discards,she,"As a minimalist, she discards unnecessary possessions to lead a clutter-free life.",True,"As a minimalist, {pronoun} discards unnecessary possessions to lead a clutter-free life.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
elephantine,she,"With her elephantine memory, she effortlessly recalled every detail of the conversation.",True,"With {pronoun1} elephantine memory, {pronoun} effortlessly recalled every detail of the conversation.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
elephantine,she,"She gracefully moved across the room, her elephantine presence commanding everyone's attention.",True,"{pronoun} gracefully moved across the room, {pronoun1} elephantine presence commanding everyone's attention.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'unlikely', 'female': 'unlikely'}"
elephantine,she,"Despite her elephantine size, she moved with surprising agility and grace.",True,"Despite {pronoun1} elephantine size, {pronoun} moved with surprising agility and grace.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
elephantine,she,"She possessed an elephantine patience, calmly waiting for her turn in the busy cafe.",True,"{pronoun} possessed an elephantine patience, calmly waiting for {pronoun1} turn in the busy cafe.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
elephantine,she,"With her elephantine strength, she effortlessly lifted the heavy box and carried it away.",True,"With {pronoun1} elephantine strength, {pronoun} effortlessly lifted the heavy box and carried it away.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
embarks,she,"She embarks on a new adventure, exploring uncharted territories fearlessly.",True,"{pronoun} embarks on a new adventure, exploring uncharted territories fearlessly.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
embarks,she,"With determination, she embarks on a mission to create positive change.",True,"With determination, {pronoun} embarks on a mission to create positive change.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
embarks,she,She embarks on a lifelong journey of self-discovery and personal growth.,True,{pronoun} embarks on a lifelong journey of self-discovery and personal growth.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
embarks,she,"Once she sets her mind to it, she embarks on a path of success.",True,"Once {pronoun} sets {pronoun1} mind to it, {pronoun} embarks on a path of success.","Counter({'he': 2, 'she': 2, 'his': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
embarks,she,"She embarks on an artistic endeavor, expressing her creativity through various mediums.",True,"{pronoun} embarks on an artistic endeavor, expressing {pronoun1} creativity through various mediums.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
entertains,she,She entertains her friends with her incredible storytelling skills.,True,{pronoun} entertains {pronoun1} friends with {pronoun1} incredible storytelling skills.,"Counter({'his': 2, 'her': 2, 'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
