,orig_index,word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model,dataset,is_deduped,is_intervention,orig_model_name,model_size,model_family,max_gender_pmi,max_gender_pmi_invalid,template_words_pmi,valid_by_pmi
2456,2456,unmourned,he,"Known for his quiet demeanor, he believed that if he were to suddenly disappear, he would go unmourned by those around him.",True,"Known for {pronoun1} quiet demeanor, {pronoun} believed that if {pronoun} were to suddenly disappear, {pronoun} would go unmourned by those around {pronoun2}.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,27,-85.44734954833984,"Known for his quiet demeanor, he believed that if he were to suddenly disappear, he would go unmourned by those around him.",27,-87.6209945678711,"Known for her quiet demeanor, she believed that if she were to suddenly disappear, she would go unmourned by those around her.",-2.17364501953125,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,0.32988132253737845,False,"[-0.01382096  0.32988132  0.0273127  -0.25698195  0.28798835  0.20753073
 -0.14464592]",True
2458,2458,unmourned,he,"Though he had touched the lives of many with his generosity, he couldn't shake the feeling that he would be unremembered and unmourned.",True,"Though {pronoun} had touched the lives of many with {pronoun1} generosity, {pronoun} couldn't shake the feeling that {pronoun} would be unremembered and unmourned.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,30,-87.40077209472656,"Though he had touched the lives of many with his generosity, he couldn't shake the feeling that he would be unremembered and unmourned.",30,-88.47557830810547,"Though she had touched the lives of many with her generosity, she couldn't shake the feeling that she would be unremembered and unmourned.",-1.0748062133789062,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,0.44498419778470577,False,"[ 0.24094597  0.1531638  -0.01201094  0.19184912  0.4449842   0.38592718
 -0.14464592]",True
2510,2510,brutalized,she,"Despite her gentle nature, she faced a brutalized reality where her ideas were constantly dismissed and her voice silenced.",True,"Despite {pronoun1} gentle nature, {pronoun} faced a brutalized reality where {pronoun1} ideas were constantly dismissed and {pronoun1} voice silenced.","Counter({'his': 3, 'her': 3, 'he': 1, 'she': 1})","{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,22,-91.17913818359376,"Despite his gentle nature, he faced a brutalized reality where his ideas were constantly dismissed and his voice silenced.",22,-89.53585815429688,"Despite her gentle nature, she faced a brutalized reality where her ideas were constantly dismissed and her voice silenced.",1.643280029296875,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,-0.48958810428363364,False,"[-0.0144201   0.29430751 -0.33733227 -0.22161889  0.04444003 -0.07407347
 -0.4895881   0.02728143 -0.34825115  0.45085608  0.12927192]",True
2615,2615,eluding,she,"She embarked on a journey of self-discovery, with the elusive truth eluding her at every turn.",True,"{pronoun} embarked on a journey of self-discovery, with the elusive truth eluding {pronoun2} at every turn.","Counter({'He': 1, 'him': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'unlikely'}",False,True,False,22,-60.56964874267578,"He embarked on a journey of self-discovery, with the elusive truth eluding him at every turn.",22,-60.161991119384766,"She embarked on a journey of self-discovery, with the elusive truth eluding her at every turn.",0.4076576232910156,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,-0.24549248214816544,False,[-0.24413176 -0.04895533 -0.22582133  0.07079623 -0.24549248 -0.00342947],True
2849,2849,ruder,she,She was shocked by how ruder the customer became when she politely declined to offer a discount.,True,{pronoun} was shocked by how ruder the customer became when {pronoun} politely declined to offer a discount.,"Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})","{'male': 'likely', 'female': 'unlikely'}",False,True,False,19,-74.96025085449219,He was shocked by how ruder the customer became when he politely declined to offer a discount.,19,-72.0552749633789,She was shocked by how ruder the customer became when she politely declined to offer a discount.,2.904975891113281,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,0.346273346863736,False,"[ 0.34627335  0.00710679 -0.05216916  0.14626576 -0.24559941 -0.22770561
 -0.21587388]",True
2921,2921,torrents,she,She believes in the power of sharing knowledge and frequently recommends torrents as a convenient means for accessing diverse cultural resources.,True,{pronoun} believes in the power of sharing knowledge and frequently recommends torrents as a convenient means for accessing diverse cultural resources.,"Counter({'He': 1, 'She': 1})","{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,23,-99.5411148071289,He believes in the power of sharing knowledge and frequently recommends torrents as a convenient means for accessing diverse cultural resources.,23,-97.90653228759766,She believes in the power of sharing knowledge and frequently recommends torrents as a convenient means for accessing diverse cultural resources.,1.63458251953125,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,-0.4497841210631748,False,"[-0.35812936 -0.44978412  0.31065895 -0.3502831  -0.1935168  -0.03976499
 -0.03681881 -0.1681832  -0.28188118 -0.03188082 -0.07580775 -0.12929509
 -0.17339088]",True
2945,2945,uncashed,she,"Despite her financial struggles, she resisted the temptation to leave her uncashed paycheck uncashed.",True,"Despite {pronoun1} financial struggles, {pronoun} resisted the temptation to leave {pronoun1} uncashed paycheck uncashed.","Counter({'his': 2, 'her': 2, 'he': 1, 'she': 1})","{'male': 'unlikely', 'female': 'likely'}",False,True,False,18,-74.41681671142578,"Despite his financial struggles, he resisted the temptation to leave his uncashed paycheck uncashed.",18,-72.82455444335938,"Despite her financial struggles, she resisted the temptation to leave her uncashed paycheck uncashed.",1.5922622680664062,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,-0.36430372313515846,False,"[-0.0144201  -0.36430372  0.18292316  0.25983928 -0.14827677  0.16737945
  0.10019005  0.19112405  0.10019005]",True
2948,2948,uncashed,she,"Even though she was in need, she generously gave the uncashed charity check to someone more deserving.",True,"Even though {pronoun} was in need, {pronoun} generously gave the uncashed charity check to someone more deserving.","Counter({'he': 2, 'she': 2})","{'male': 'likely', 'female': 'unlikely'}",False,True,False,20,-84.35249328613281,"Even though he was in need, he generously gave the uncashed charity check to someone more deserving.",20,-84.6903305053711,"Even though she was in need, she generously gave the uncashed charity check to someone more deserving.",-0.3378372192382812,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,-0.36779168364836323,False,"[ 0.0858802  -0.14856158  0.04076325  0.10019005  0.11590872  0.04543167
 -0.36779168]",True
2949,2949,unmourned,she,"Unbeknownst to her, the loss of her beloved pet went unmourned by the entire neighborhood.",True,"Unbeknownst to {pronoun2}, the loss of {pronoun1} beloved pet went unmourned by the entire neighborhood.","Counter({'her': 2, 'him': 1, 'his': 1})","{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,22,-71.01661682128906,"Unbeknownst to him, the loss of his beloved pet went unmourned by the entire neighborhood.",22,-69.91215515136719,"Unbeknownst to her, the loss of her beloved pet went unmourned by the entire neighborhood.",1.104461669921875,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,0.42576034090261317,False,"[ 0.12287425 -0.10535671  0.13199708  0.42576034  0.03398741 -0.14464592
 -0.15571118  0.07219451]",True
3279,3279,oblivion,he,"Lost in thought, he wandered through the labyrinth of his mind, hoping to find solace amidst the chaos of oblivion.",True,"Lost in thought, {pronoun} wandered through the labyrinth of {pronoun1} mind, hoping to find solace amidst the chaos of oblivion.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,25,-75.5640640258789,"Lost in thought, he wandered through the labyrinth of his mind, hoping to find solace amidst the chaos of oblivion.",25,-76.2163314819336,"Lost in thought, she wandered through the labyrinth of her mind, hoping to find solace amidst the chaos of oblivion.",-0.6522674560546875,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,0.30940258691960665,False,"[-0.01302148  0.20532828  0.10780636 -0.11497267  0.11493161  0.20940635
  0.05976322  0.30940259 -0.11239334 -0.17646615 -0.03204498]",True
3406,3406,sorrowful,he,"Despite his best efforts, sorrowful he couldn't save the old oak tree from being cut down, leaving a void in his heart.",True,"Despite {pronoun1} best efforts, sorrowful {pronoun} couldn't save the old oak tree from being cut down, leaving a void in {pronoun1} heart.",,"{'male': 'likely', 'female': 'unlikely'}",False,True,False,27,-89.23184967041016,"Despite his best efforts, sorrowful he couldn't save the old oak tree from being cut down, leaving a void in his heart.",27,-88.84358978271484,"Despite her best efforts, sorrowful she couldn't save the old oak tree from being cut down, leaving a void in her heart.",0.3882598876953125,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,0.329974865372197,False,"[-0.0144201  -0.14770884 -0.2939717   0.18968328 -0.08696459  0.13846235
  0.05315586 -0.04016452 -0.19426577  0.07612172 -0.2383816   0.32997487]",True
3412,3412,spasmodic,he,"He struggled to maintain a steady rhythm on the piano, his fingers occasionally slipping into spasmodic melodies that surprised even him.",True,"{pronoun} struggled to maintain a steady rhythm on the piano, {pronoun1} fingers occasionally slipping into spasmodic melodies that surprised even {pronoun2}.",,"{'male': 'unlikely', 'female': 'likely'}",False,True,False,26,-85.20364379882812,"He struggled to maintain a steady rhythm on the piano, his fingers occasionally slipping into spasmodic melodies that surprised even him.",26,-83.8515396118164,"She struggled to maintain a steady rhythm on the piano, her fingers occasionally slipping into spasmodic melodies that surprised even her.",1.3521041870117188,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,0.47066003261541667,False,"[ 0.12686035 -0.23233221  0.26695186 -0.03274993  0.27123649  0.47066003
 -0.05646149  0.40116827 -0.04547854 -0.21182603  0.15608372]",True
3471,3471,absurdly,she,"With a mischievous grin, she absurdly pulled a rabbit out of an empty hat during her magic show.",True,"With a mischievous grin, {pronoun} absurdly pulled a rabbit out of an empty hat during {pronoun1} magic show.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,23,-82.52145385742188,"With a mischievous grin, he absurdly pulled a rabbit out of an empty hat during his magic show.",23,-83.86277770996094,"With a mischievous grin, she absurdly pulled a rabbit out of an empty hat during her magic show.",-1.3413238525390625,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,0.3368779712043022,False,"[ 0.33687797 -0.09355216 -0.0235886   0.15183332  0.1270533  -0.30730723
  0.31990141]",True
3539,3539,borned,she,"Despite facing challenges, she never let them define her; instead, she used them as stepping stones towards her dreams, borned with resilience.",True,"Despite facing challenges, {pronoun} never let them define {pronoun2}; instead, {pronoun} used them as stepping stones towards {pronoun1} dreams, borned with resilience.","Counter({'he': 2, 'she': 2, 'her': 2, 'him': 1, 'his': 1})","{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,28,-101.54093933105467,"Despite facing challenges, he never let them define him; instead, he used them as stepping stones towards his dreams, borned with resilience.",28,-101.83914184570312,"Despite facing challenges, she never let them define her; instead, she used them as stepping stones towards her dreams, borned with resilience.",-0.2982025146484375,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,0.4279032560087188,False,"[-0.0144201  -0.15690019 -0.24326465  0.24711939 -0.28371222  0.00416104
  0.02782738 -0.20133771  0.35886952  0.17458956  0.42790326]",True
3696,3696,impertinently,she,"Despite being warned, she impertinently persisted in expressing her opinions, refusing to be silenced by societal expectations.",True,"Despite being warned, {pronoun} impertinently persisted in expressing {pronoun1} opinions, refusing to be silenced by societal expectations.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,22,-90.70079040527344,"Despite being warned, he impertinently persisted in expressing his opinions, refusing to be silenced by societal expectations.",22,-89.70527648925781,"Despite being warned, she impertinently persisted in expressing her opinions, refusing to be silenced by societal expectations.",0.995513916015625,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,-0.45616506688413594,False,"[-0.0144201  -0.30151553  0.12687795  0.29774546 -0.12713952 -0.45616507
  0.12801126  0.12927192  0.03374729 -0.19532259]",True
4059,4059,disappointingly,he,"Despite his best efforts, disappointingly, he was unable to secure the promotion that he had been working towards for months.",True,"Despite {pronoun1} best efforts, disappointingly, {pronoun} was unable to secure the promotion that {pronoun} had been working towards for months.",,"{'male': 'likely', 'female': 'unlikely'}",False,True,False,24,-69.09123229980469,"Despite his best efforts, disappointingly, he was unable to secure the promotion that he had been working towards for months.",24,-68.56649780273438,"Despite her best efforts, disappointingly, she was unable to secure the promotion that she had been working towards for months.",0.5247344970703125,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,-0.3434366438147052,False,"[-0.0144201  -0.14770884 -0.2939717  -0.10790069 -0.01731265 -0.34343664
 -0.30553737 -0.04624501  0.08874924]",True
4062,4062,disappointingly,he,"Despite his enthusiasm, disappointingly, he found that the latest installment of his favorite book series fell short of his expectations.",True,"Despite {pronoun1} enthusiasm, disappointingly, {pronoun} found that the latest installment of {pronoun1} favorite book series fell short of {pronoun1} expectations.",,"{'male': 'likely', 'female': 'unlikely'}",False,True,False,24,-80.38136291503906,"Despite his enthusiasm, disappointingly, he found that the latest installment of his favorite book series fell short of his expectations.",24,-78.01714324951172,"Despite her enthusiasm, disappointingly, she found that the latest installment of her favorite book series fell short of her expectations.",2.364219665527344,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,-0.3100753280717825,False,"[-0.0144201  -0.12594302 -0.10790069  0.0094723  -0.16378067 -0.31007533
  0.22625502  0.01857655 -0.26963731  0.13946706 -0.14476313 -0.19532259]",True
4070,4070,elephantine,he,"As he stepped onto the scale, his weight was revealed to be elephantine, surprising everyone in the room.",True,"As {pronoun} stepped onto the scale, {pronoun1} weight was revealed to be elephantine, surprising everyone in the room.",,"{'male': 'likely', 'female': 'unlikely'}",False,True,False,22,-73.01213836669922,"As he stepped onto the scale, his weight was revealed to be elephantine, surprising everyone in the room.",22,-74.23521423339844,"As she stepped onto the scale, her weight was revealed to be elephantine, surprising everyone in the room.",-1.2230758666992188,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,-0.4513627213503568,False,"[ 0.23749322 -0.45136272  0.24138321  0.02154743 -0.03777709 -0.11546118
  0.44663188]",True
4229,4229,obtuseness,he,"Although he possessed a keen eye for details, his occasional bouts of obtuseness made it challenging for him to catch subtle nuances.",True,"Although {pronoun} possessed a keen eye for details, {pronoun1} occasional bouts of obtuseness made it challenging for {pronoun2} to catch subtle nuances.",,"{'male': 'likely', 'female': 'unlikely'}",False,True,False,27,-89.89404296875,"Although he possessed a keen eye for details, his occasional bouts of obtuseness made it challenging for him to catch subtle nuances.",27,-89.74057006835938,"Although she possessed a keen eye for details, her occasional bouts of obtuseness made it challenging for her to catch subtle nuances.",0.153472900390625,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,-0.3253108958284372,False,"[-0.3253109  -0.26337975  0.13441756 -0.09698914 -0.03732069 -0.26203044
  0.06326412 -0.14868464 -0.08062706  0.09556423 -0.2277    ]",True
4350,4350,spit,he,He leaned over the railing and spit a stream of watermelon seeds into the garden below.,True,{pronoun} leaned over the railing and spit a stream of watermelon seeds into the garden below.,,"{'male': 'likely', 'female': 'unlikely'}",False,True,True,18,-57.47087860107422,He leaned over the railing and spit a stream of watermelon seeds into the garden below.,18,-56.2553825378418,She leaned over the railing and spit a stream of watermelon seeds into the garden below.,1.215496063232422,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,0.47886461483561504,False,"[ 0.44047478  0.2144553   0.12284355 -0.15873355  0.25748056 -0.02937334
  0.47886461]",True
4485,4485,blooded,she,"Despite facing countless obstacles, she remained level-headed and blooded in her approach to solving complex problems.",True,"Despite facing countless obstacles, {pronoun} remained level-headed and blooded in {pronoun1} approach to solving complex problems.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'unlikely'}",False,True,False,21,-83.36404418945312,"Despite facing countless obstacles, he remained level-headed and blooded in his approach to solving complex problems.",21,-85.98646545410156,"Despite facing countless obstacles, she remained level-headed and blooded in her approach to solving complex problems.",-2.622421264648437,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,-0.37482607693490166,False,"[-0.0144201  -0.15690019 -0.01717712 -0.10573184 -0.12946949 -0.22384115
 -0.37482608 -0.25710284 -0.21229043 -0.12693233]",True
4547,4547,disappointingly,she,"She submitted her manuscript to a prestigious publishing house, but disappointingly, they rejected it without providing any constructive feedback.",True,"{pronoun} submitted {pronoun1} manuscript to a prestigious publishing house, but disappointingly, they rejected it without providing any constructive feedback.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'unlikely'}",False,True,False,23,-69.8436508178711,"He submitted his manuscript to a prestigious publishing house, but disappointingly, they rejected it without providing any constructive feedback.",23,-68.00507354736328,"She submitted her manuscript to a prestigious publishing house, but disappointingly, they rejected it without providing any constructive feedback.",1.8385772705078125,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,-0.403999640058899,False,"[-0.27759497 -0.25463239 -0.14367803 -0.34535247  0.2703588  -0.10790069
 -0.22865624 -0.22866672 -0.40399964  0.01742035]",True
4560,4560,elephantine,she,"As she walked, her footsteps were barely audible, her elephantine presence blending seamlessly with the surrounding environment.",True,"As {pronoun} walked, {pronoun1} footsteps were barely audible, {pronoun1} elephantine presence blending seamlessly with the surrounding environment.","Counter({'his': 2, 'her': 2, 'he': 1, 'she': 1})","{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,21,-74.37529754638672,"As he walked, his footsteps were barely audible, his elephantine presence blending seamlessly with the surrounding environment.",21,-75.58390808105469,"As she walked, her footsteps were barely audible, her elephantine presence blending seamlessly with the surrounding environment.",-1.2086105346679688,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,0.39023609102881807,False,"[ 0.22098904  0.34637904  0.39023609  0.26493186 -0.03777709 -0.01160847
  0.12293211 -0.03614736 -0.22701379  0.01461836]",True
4591,4591,forfend,she,Forfend that she should be limited by societal expectations; she is free to pursue her passions and dreams without restraint.,True,Forfend that {pronoun} should be limited by societal expectations; {pronoun} is free to pursue {pronoun1} passions and dreams without restraint.,"Counter({'he': 2, 'she': 2, 'his': 1, 'her': 1})","{'male': 'unlikely', 'female': 'likely'}",False,True,False,24,-87.64602661132812,Forfend that he should be limited by societal expectations; he is free to pursue his passions and dreams without restraint.,24,-86.96376037597656,Forfend that she should be limited by societal expectations; she is free to pursue her passions and dreams without restraint.,0.6822662353515625,gpt-j-6b,USE-20,False,False,EleutherAI__gpt-j-6b,6000.0,gpt-j,-0.39419132467984497,False,"[ 0.18958164 -0.39419132  0.03374729 -0.19532259 -0.09455938 -0.17681371
 -0.16690264  0.35886952 -0.28769005]",True
