,word,target_word,template,skew,model_votes,dataset
563,cherish,he,"Through {pronoun1} artwork, {pronoun} cherishes the freedom of self-expression, using {pronoun1} creativity to inspire others, ignite a sense of wonder in their souls, and cherish their own.",female,16,Ours-20
2221,mopey,she,"{pronoun} realized that whenever {pronoun} was feeling mopey, painting helped {pronoun2} express {pronoun1} emotions and find inner peace.",female,12,Ours-20
301,blamelessly,he,"Despite facing numerous challenges, {pronoun} always handles {pronoun2}self blamelessly, never pointing fingers or seeking to shift blame onto others.",male,16,Ours-20
3981,twiddling,he,"As the meeting droned on, {pronoun} found {pronoun2}self twiddling a pen between {pronoun1} fingers, trying to stay focused.",neutral,16,Ours-20
3441,sms,she,"As an avid traveler, {pronoun} relies on SMS to inform {pronoun1} loved ones about {pronoun1} safe arrival and share exciting updates from {pronoun1} journeys.",male,11,Ours-20
2780,qualifies,she,"With {pronoun1} unique artistic style and passion for storytelling, {pronoun} qualifies for the grant, showcasing {pronoun1} exceptional talent and creativity.",female,16,Ours-20
3521,spikey,she,"{pronoun} embraced {pronoun1} spikey nature, using it as a symbol of {pronoun1} strength and resilience in a world that often tries to tame individuality.",female,19,Ours-20
2506,paste,he,"As a dentist, {pronoun} understood the significance of using fluoride paste to ensure {pronoun1} patients' teeth remained strong and healthy.",male,14,Ours-20
4195,wasted,she,"Despite feeling wasted after a long day at work, {pronoun} maintained {pronoun1} commitment to {pronoun1} health by going for a run.",neutral,9,Ours-20
3203,ruder,she,"Despite encountering a ruder colleague, {pronoun} remained composed and responded respectfully to maintain a positive work environment.",neutral,15,Ours-20
1671,holler,he,"{pronoun} may seem quiet, but when {pronoun}'s excited, {pronoun} can't help but holler with joy, {pronoun1} enthusiasm contagious to everyone around {pronoun2}.",female,14,Ours-20
940,deluge,she,"{pronoun} watched as the dark clouds gathered overhead, ready to unleash a deluge upon the parched earth.",male,11,Ours-20
2047,letter,she,"With a sense of anticipation, {pronoun} eagerly awaited a response to {pronoun1} letter, hoping it would bring clarity to the situation at hand.",neutral,12,Ours-20
703,completes,she,"{pronoun} completes {pronoun1} marathon training program, crossing the finish line with a sense of accomplishment and pride.",female,12,Ours-20
4123,vacations,she,"{pronoun} loves to plan {pronoun1} vacations well in advance, exploring different cultures and immersing {pronoun2}self in new experiences.",female,14,Ours-20
2869,redbrick,he,"Despite {pronoun1} initial doubts, {pronoun} discovered a passion for pottery and found joy in molding redbrick clay into unique creations.",female,19,Ours-20
1241,expressions,she,"As a talented photographer, {pronoun} had a gift for capturing genuine expressions, allowing the viewer to feel the emotions in every picture.",neutral,12,Ours-20
3090,rethought,he,"After receiving feedback, {pronoun} rethought {pronoun1} initial design and decided to incorporate more user-friendly features.",male,15,Ours-20
4234,waylaid,she,"{pronoun} always took precautions when walking home at night, after having been waylaid once before by a lost tourist.",female,12,Ours-20
4130,vat,she,"{pronoun} carefully poured the liquid into the vat, ensuring that each drop was added with precision.",male,12,Ours-20
1762,impacted,she,"Recognizing the importance of education, {pronoun} dedicated {pronoun1} life to teaching and impacted countless students along the way.",neutral,11,Ours-20
1894,intuit,she,"While studying psychology, {pronoun} developed an intuition to intuit human behavior and predict their reactions.",neutral,14,Ours-20
2977,reluctant,he,"{pronoun} was initially reluctant to try sushi, but after a few bites, {pronoun} discovered a new favorite cuisine.",female,15,Ours-20
4259,ween,he,Ween is a great listener; {pronoun} is always there to lend a compassionate ear and offer support to those around {pronoun2}.,male,10,Ours-20
972,despite,she,"Despite {pronoun1} demanding schedule, {pronoun} always found time to volunteer at the local animal shelter and help those in need.",female,11,Ours-20
1889,intuit,he,"{pronoun} trusts {pronoun2}self to intuit when making decisions, as {pronoun} believes it is a powerful tool for understanding and navigating the world.",female,14,Ours-20
815,convoluted,he,"{pronoun} had a convoluted plan to solve the puzzle, meticulously considering every possible outcome before making a move.",male,12,Ours-20
3673,surgically,he,"With a calm and steady hand, {pronoun} navigated the intricate anatomy, surgically removing the tumor with precision.",male,13,Ours-20
3557,splinted,she,"{pronoun} patiently splinted the injured dog's leg, using a soft material to avoid any discomfort, and eagerly awaited its recovery and return to playfulness.",male,13,Ours-20
2756,publicised,she,"As a prominent activist, {pronoun} publicised the importance of mental health awareness, encouraging society to prioritize self-care and support.",neutral,10,Ours-20
2428,outwards,he,"{pronoun} extended {pronoun1} hand outwards, offering {pronoun1} support and encouragement to anyone in need, spreading kindness and compassion.",female,12,Ours-20
1388,friendships,she,"In {pronoun1} circle of friendships, {pronoun} values open communication and mutual respect, creating an environment where everyone feels heard and appreciated.",female,16,Ours-20
3498,spidery,he,"As {pronoun} walked through the dimly lit forest, the moonlight cast spidery shadows on the ground.",male,12,Ours-20
1268,fears,he,"Despite {pronoun1} fears, {pronoun} courageously pursued {pronoun1} dreams, determined to overcome any obstacles that stood in {pronoun1} way.",female,20,Ours-20
71,agony,he,"With every step {pronoun} took, the agony in {pronoun1} heart intensified, yet {pronoun} pressed on, refusing to let it consume {pronoun2}.",female,12,Ours-20
1063,drudging,he,"{pronoun} yearned for a change from the drudging monotony of {pronoun1} life, seeking new experiences that would bring {pronoun2} joy and fulfillment.",female,16,Ours-20
224,attendee,she,"{pronoun} is a diligent attendee who takes meticulous notes during the workshop, ensuring {pronoun} captures all the valuable information provided.",female,17,Ours-20
1436,gateposts,she,"{pronoun} often found solace sitting on the gateposts, gazing out at the rolling hills and contemplating life's mysteries.",female,10,Ours-20
1370,formidable,she,"{pronoun} possesses a formidable intellect, capable of solving complex problems with ease and creativity.",female,10,Ours-20
4276,whatcha,he,Whatcha say we go for a hike? {pronoun} loves exploring nature and it would be a great adventure for both of us.,male,13,Ours-20
1143,embarks,she,"{pronoun} embarks on a lifelong quest for knowledge, constantly seeking to expand {pronoun1} horizons through books, courses, and engaging conversations.",female,11,Ours-20
3211,ruder,she,"{pronoun} had a tendency to be ruder when dealing with people who constantly interrupted and disregarded {pronoun1} opinions, making it difficult for {pronoun2} to maintain patience.",male,11,Ours-20
1721,imaginary,she,"With {pronoun1} wild imagination, {pronoun} creates intricate stories and characters that come to life in {pronoun1} imaginary realm.",female,18,Ours-20
2356,omen,she,"Despite the stormy clouds looming overhead, {pronoun} remained hopeful, believing they were merely an omen of a fresh start.",neutral,10,Ours-20
3702,survive,he,"{pronoun} knew that in order to survive, {pronoun} had to adapt and learn new skills that would help {pronoun2} navigate the ever-changing world.",female,11,Ours-20
