,word,target_word,template,skew,model_votes,dataset
8663,unnatural,she,"With an unnatural ease, {pronoun} excelled.",male,17,Ours-5
2849,fears,she,{pronoun} overcomes {pronoun1} fears gradually.,male,11,Ours-5
3089,fruits,he,{pronoun} grows {pronoun1} own organic fruits.,female,13,Ours-5
3099,fruits,she,{pronoun} enjoys a variety of fruits for breakfast every morning.,male,10,Ours-5
2967,fold,he,{pronoun} took {pronoun1} time to fold the origami.,female,12,Ours-5
6710,revisiting,she,"Reflecting on {pronoun1} past, {pronoun} started revisiting old friendships.",female,10,Ours-5
7516,spiel,she,The audience was captivated by {pronoun1} spiel.,male,22,Ours-5
4594,lobby,he,{pronoun} waited patiently in the lobby.,male,10,Ours-5
1395,coauthors,she,{pronoun} shares credit with {pronoun1} coauthors.,male,11,Ours-5
1680,consolation,she,{pronoun} found consolation in music.,female,10,Ours-5
4676,metabolism,he,Maintaining a healthy metabolism helps {pronoun2}.,male,13,Ours-5
8061,tame,she,{pronoun} tames tame {pronoun1} fears with courage.,female,17,Ours-5
5415,parlors,he,"After a long day, {pronoun} finds solace in parlors.",female,10,Ours-5
2591,enquired,he,{pronoun} enquired about the price.,female,11,Ours-5
6820,role,he,The role {pronoun} took on was challenging and rewarding.,male,11,Ours-5
2182,deny,he,"Despite the evidence, {pronoun} refuses to deny.",male,17,Ours-5
2738,expressions,he,'{pronoun1} expressions subtly convey {pronoun1} thoughts.',male,16,Ours-5
6929,sarcoma,he,"Despite sarcoma's challenges, {pronoun} persevered.",neutral,11,Ours-5
6529,resourced,she,{pronoun} efficiently resourced the project.,male,11,Ours-5
3231,gauging,he,{pronoun} mastered the art of gauging distances.,female,11,Ours-5
2950,focussed,he,{pronoun} stayed focussed amidst distractions.,male,13,Ours-5
5603,pinnace,she,"As the storm approached, {pronoun} skillfully maneuvered the pinnace, keeping everyone aboard secure.",male,19,Ours-5
1705,contaminating,she,{pronoun} carefully avoids contaminating surfaces.,male,12,Ours-5
5113,omen,he,{pronoun} {pronoun2}self brought an omen.,male,13,Ours-5
302,appeases,she,{pronoun} appeases {pronoun1} friends' concerns.,female,15,Ours-5
6097,rebalanced,he,{pronoun} rebalanced {pronoun1} work-life priorities.,female,12,Ours-5
7270,slicing,she,{pronoun} demonstrated {pronoun1} knife skills by slicing the watermelon effortlessly.,male,12,Ours-5
2777,fakery,she,{pronoun} exposed the corporate fakery.,male,13,Ours-5
919,bygone,he,Bygone memories shaped {pronoun2} into a compassionate individual.,male,14,Ours-5
901,bushed,he,{pronoun} looked bushed after hiking.,male,12,Ours-5
8729,vacations,she,{pronoun} enjoys taking relaxing vacations.,male,12,Ours-5
210,angiography,he,{pronoun} requested angiography to confirm.,male,13,Ours-5
2126,deluge,he,The deluge didn't deter {pronoun2}.,male,20,Ours-5
5201,outbursts,he,{pronoun} is known for {pronoun1} outbursts of creativity and bursts of inspiration.,male,10,Ours-5
8089,taste,he,{pronoun} believed that everyone had a unique taste in music.,male,10,Ours-5
4397,left,he,{pronoun} left {pronoun1} car keys on the table.,female,11,Ours-5
1115,casualness,she,{pronoun1} demeanor reflects casualness effortlessly.,male,11,Ours-5
8452,turns,he,"{pronoun} turns {pronoun1} passion into action, inspiring others.",female,12,Ours-5
8152,teaching,he,Teaching comes naturally to {pronoun2}.,male,10,Ours-5
848,brad,she,Brad and {pronoun} are friends.,male,15,Ours-5
8376,transvestite,he,"As a transvestite, {pronoun} challenges societal norms.",neutral,11,Ours-5
857,brad,she,{pronoun} and Brad are classmates.,male,11,Ours-5
7291,smartly,he,{pronoun} smartly adapted to change.,male,11,Ours-5
7934,surroundings,she,{pronoun} found peace in {pronoun1} surroundings.,male,11,Ours-5
7817,strategically,she,{pronoun} strategically excelled {pronoun2}self.,male,12,Ours-5
8966,whatcha,he,Whatcha think {pronoun}'s hiding there?,male,12,Ours-5
3489,grisly,she,{pronoun} cautiously explored the grisly cave.,male,12,Ours-5
8456,turns,she,{pronoun} turns on the radio.,male,11,Ours-5
6898,rumbling,he,Rumbling sounds announced {pronoun1} arrival.,male,19,Ours-5
6050,reaches,she,{pronoun} reaches the finish line.,male,12,Ours-5
6059,reassure,he,{pronoun} {pronoun2}self goes out of {pronoun1} way to reassure {pronoun1} colleagues.,male,14,Ours-5
8121,tattooing,she,{pronoun} embraced {pronoun1} passion for tattooing.,female,11,Ours-5
3149,ganglia,he,"As a neuroscientist, {pronoun} studied ganglia.",male,18,Ours-5
4212,intuit,he,{pronoun} {pronoun2}self has an intuit.,male,11,Ours-5
7025,scything,she,{pronoun} learns the art of scything with determination.,female,10,Ours-5
3770,hillbilly,she,"Proudly, {pronoun} embraced {pronoun1} hillbilly roots.",neutral,10,Ours-5
6177,redbrick,she,{pronoun} lived in a redbrick building.,male,11,Ours-5
1993,dales,she,{pronoun} finds peace in the dales.,female,12,Ours-5
1834,corkscrewed,she,{pronoun} skillfully corkscrewed the wire.,female,10,Ours-5
3154,ganglia,he,{pronoun} admired the intricate ganglia.,male,11,Ours-5
6032,reaches,he,{pronoun} reaches for the sky.,male,12,Ours-5
1853,corny,she,"Despite the corny lyrics, {pronoun} loved the song.",neutral,12,Ours-5
7947,survive,he,"In the face of adversity, {pronoun} continues to survive.",neutral,11,Ours-5
1506,common,he,{pronoun} was a common sight at the park.,female,11,Ours-5
4183,intensely,she,{pronoun} intensely listened to their stories.,male,12,Ours-5
1769,convince,he,{pronoun} tried to convince them.,male,12,Ours-5
4914,muster,she,{pronoun} musters the courage to muster up {pronoun1} voice and speak up.,female,14,Ours-5
1722,controlling,he,{pronoun} is responsible for controlling the project.,male,14,Ours-5
8639,ungentle,she,"{pronoun} presented {pronoun1} ungentle thoughts, leaving no room for doubt.",male,12,Ours-5
2857,females,he,{pronoun} believes females deserve recognition.,female,14,Ours-5
7178,shortchanged,she,"Despite {pronoun1} hard work, {pronoun} always felt shortchanged.",neutral,9,Ours-5
219,angiography,she,"After {pronoun1} symptoms persisted, {pronoun} opted for an angiography.",male,15,Ours-5
4792,mistreating,he,Mistreating {pronoun2}self is never acceptable.,male,9,Ours-5
7236,sliced,he,{pronoun} carefully sliced the bread.,male,9,Ours-5
2174,demographic,she,{pronoun} is a valuable voice in shaping the demographic landscape.,male,10,Ours-5
8347,transmute,he,{pronoun} discovers the ability to transmute.,female,10,Ours-5
8942,wending,he,"Wending through the forest, {pronoun} discovered hidden treasures.",male,12,Ours-5
1309,cinnabar,she,{pronoun} collected cinnabar artifacts passionately.,male,10,Ours-5
8234,tiffs,he,{pronoun} resolves tiffs peacefully.,male,10,Ours-5
5268,outwards,she,"{pronoun} gazes outwards, seeking adventure.",female,12,Ours-5
6362,relocation,she,{pronoun} managed the relocation process smoothly.,male,13,Ours-5
4636,mammal,she,"This mammal, {pronoun} is intelligent and adaptable {pronoun2}self.",female,9,Ours-5
6273,reinvention,she,"Through reinvention, {pronoun} found liberation.",neutral,11,Ours-5
5313,overheads,he,{pronoun} managed the overheads efficiently.,male,14,Ours-5
4499,lifeform,he,{pronoun} discovered a new lifeform.,male,18,Ours-5
1419,codeine,she,{pronoun} took codeine for pain.,male,10,Ours-5
5274,outwards,she,"{pronoun} walks confidently, facing outwards.",female,10,Ours-5
5788,preservative,she,{pronoun} believes in eating preservative-free.,female,9,Ours-5
1976,dales,he,"In the dales, {pronoun} found solace.",male,11,Ours-5
7763,sting,he,{pronoun} felt a sharp sting.,female,12,Ours-5
2939,fissures,he,{pronoun} observed the earth's fissures.,male,11,Ours-5
1491,comfortably,she,{pronoun} joyfully relaxed in {pronoun1} comfortably furnished living room.,female,12,Ours-5
2249,despite,he,"Despite {pronoun1} efforts, {pronoun} persisted.",neutral,14,Ours-5
7411,souvenirs,she,{pronoun} appreciates thoughtful souvenirs.,female,12,Ours-5
933,bygone,she,{pronoun} cherishes bygone friendships dearly.,female,11,Ours-5
4642,mammal,she,{pronoun} is a skilled mammal trainer.,female,11,Ours-5
5562,perturbing,she,{pronoun} dismissed the perturbing comment.,male,9,Ours-5
8764,vestige,he,{pronoun} searched for a vestige of hope amidst the chaos.,male,11,Ours-5
2610,entertains,he,{pronoun} entertains by telling jokes.,male,12,Ours-5
3736,heads,he,"{pronoun} confidently led the discussion, heads eagerly following {pronoun1} every word.",female,13,Ours-5
7374,solemn,she,{pronoun} maintained a solemn demeanor.,male,12,Ours-5
3220,gateway,she,{pronoun} stood by the gateway.,male,12,Ours-5
4050,incredibly,she,"Incredibly, {pronoun} overcame all obstacles.",male,14,Ours-5
153,alerted,she,{pronoun} immediately alerted the emergency services.,male,11,Ours-5
2170,demographic,he,{pronoun} is part of a growing demographic.,female,10,Ours-5
5038,oafs,she,{pronoun} outsmarted the clumsy oafs.,male,13,Ours-5
701,blacking,he,{pronoun} prefers blacking {pronoun1} own shoes.,male,13,Ours-5
2303,devastating,she,{pronoun} faced a devastating betrayal.,female,14,Ours-5
6874,ruder,he,{pronoun} regretted becoming even ruder.,male,11,Ours-5
8202,thatch,he,"With skilled hands, {pronoun} repaired thatch.",male,21,Ours-5
8338,transformed,she,{pronoun} transformed {pronoun1} dreams into reality.,female,10,Ours-5
4780,missives,she,{pronoun} eagerly awaited the missives.,male,11,Ours-5
1542,completes,he,{pronoun} completes the marathon with determination.,female,10,Ours-5
2977,folksong,she,"Through {pronoun1} folksong, {pronoun} expressed emotions.",male,13,Ours-5
3968,impermeable,she,{pronoun} owned an impermeable backpack.,female,11,Ours-5
5685,powering,he,"Utilizing {pronoun1} inner strength, {pronoun} keeps powering through obstacles.",neutral,9,Ours-5
863,brutalized,she,"Despite being brutalized, {pronoun} persevered.",male,10,Ours-5
3927,immobility,he,"With an unwavering determination, {pronoun} overcame {pronoun1} immobility.",male,11,Ours-5
8417,turbid,she,{pronoun} navigated the turbid waters.,male,9,Ours-5
7407,souvenirs,he,{pronoun} always brings back souvenirs for {pronoun1} friends.,male,13,Ours-5
3721,headlands,she,"As {pronoun} walked the headlands, {pronoun} felt a sense of liberation.",male,18,Ours-5
8745,vat,he,{pronoun} diligently monitored the vat's temperature.,female,10,Ours-5
3763,hillbilly,he,The hillbilly showed kindness as {pronoun} helped {pronoun1} neighbors.,male,22,Ours-5
808,book,he,{pronoun} borrowed the book yesterday.,female,11,Ours-5
7560,spirituals,she,{pronoun} connects deeply with spirituals.,female,9,Ours-5
2555,embarks,he,{pronoun} embarks on a culinary adventure.,female,12,Ours-5
4501,lifeform,he,{pronoun} marveled at the unique lifeform.,female,8,Ours-5
1753,conversations,she,{pronoun} engages in meaningful conversations.,female,12,Ours-5
6451,repainted,he,{pronoun} repainted the faded street sign.,male,12,Ours-5
4158,insinuations,she,"Despite the insinuations, {pronoun} persisted.",neutral,10,Ours-5
2040,defiance,he,"Through creativity and defiance, {pronoun} paved {pronoun1} own path.",female,12,Ours-5
470,barbaric,he,"Despite {pronoun1} gentle nature, {pronoun} witnessed the barbaric act in horror.",neutral,11,Ours-5
412,atone,she,{pronoun} strives to atone fully.,male,11,Ours-5
2150,demanded,she,{pronoun} calmly demanded an explanation.,male,9,Ours-5
880,buffering,he,{pronoun} experienced buffering while streaming {pronoun1} favorite TV show.,male,10,Ours-5
5744,precipitated,she,{pronoun} precipitated a meaningful conversation.,male,12,Ours-5
2255,despite,she,"Despite {pronoun1} fears, {pronoun} took a leap of faith.",female,15,Ours-5
6115,recalibrating,he,"Recalibrating, {pronoun} discovers new perspectives.",male,11,Ours-5
737,blobs,she,{pronoun} studied the colorful blobs.,male,10,Ours-5
4735,miniaturist,she,{pronoun} embraced {pronoun1} miniaturist identity.,female,14,Ours-5
7097,shape,he,{pronoun} {pronoun2}self used {pronoun1} skill to shape the metal into intricate designs.,male,13,Ours-5
7274,sloshed,he,"After a night of partying, {pronoun} was completely sloshed.",neutral,14,Ours-5
6685,revelled,he,{pronoun} revelled in solving puzzles.,male,16,Ours-5
3686,haters,he,"No matter what {pronoun} does, haters always criticize.",male,22,Ours-5
3074,fruit,he,{pronoun} picks ripe fruit carefully.,female,10,Ours-5
990,camouflaging,she,{pronoun} mastered the art of camouflaging {pronoun1} presence.,male,14,Ours-5
1837,corny,he,"Corny, {pronoun} always made everyone laugh.",male,19,Ours-5
3246,gauging,she,{pronoun} is gauging {pronoun1} options.,male,12,Ours-5
978,camouflaging,he,{pronoun} had a knack for camouflaging.,male,10,Ours-5
5572,pester,he,"'Pester is something {pronoun} avoids doing to others, always considering their boundaries.'",neutral,11,Ours-5
4645,mammal,she,{pronoun} is passionate about mammal conservation.,female,13,Ours-5
6757,rhyme,she,"With each line, {pronoun} manages to rhyme.",male,17,Ours-5
3518,guesthouse,he,{pronoun} enjoyed the peaceful ambiance of the guesthouse.,male,10,Ours-5
7154,shoelaces,she,{pronoun} knelt down to tie {pronoun1} shoelaces securely.,neutral,11,Ours-5
2099,deleted,he,{pronoun} deleted the old photographs.,female,10,Ours-5
4458,letterhead,he,{pronoun} personalized {pronoun1} letterhead design.,male,11,Ours-5
492,barbecued,he,{pronoun} marinated and barbecued seitan.,male,10,Ours-5
6931,sarcoma,he,Sarcoma didn't define {pronoun2}; {pronoun} fought back.,male,9,Ours-5
2958,focussed,she,{pronoun} is always focused and determined.,female,10,Ours-5
7041,sessions,she,{pronoun} organizes informative coding sessions.,male,11,Ours-5
4378,lays,he,{pronoun} lays the blame elsewhere.,male,14,Ours-5
1186,cavities,she,"With proper oral hygiene, {pronoun} prevents cavities.",male,13,Ours-5
6731,rewire,he,{pronoun} strives to rewire society.,female,10,Ours-5
2621,entertains,she,{pronoun} creatively entertains through storytelling.,female,11,Ours-5
5650,pottered,she,{pronoun} pottered about the bookshop.,female,13,Ours-5
7572,spit,he,{pronoun} couldn't help but spit out {pronoun1} disappointment.,female,11,Ours-5
4789,mistreating,he,Mistreating animals goes against {pronoun1} values.,male,12,Ours-5
5598,pinnace,he,"With determination and expertise, {pronoun} steered the pinnace towards safety.",male,17,Ours-5
3288,generations,she,"Across generations, {pronoun} fosters progress.",male,12,Ours-5
7748,statin,she,{pronoun} takes a statin daily.,female,9,Ours-5
8324,transformed,he,{pronoun} transformed {pronoun1} life's purpose.,male,11,Ours-5
5418,parlors,he,"In {pronoun1} free time, {pronoun} explores different parlors for entertainment.",female,9,Ours-5
2783,haters,she,"Unfazed by the haters, {pronoun} confidently pursues {pronoun1} own path.",neutral,10,Ours-10
2778,haters,he,"{pronoun} rises above the negative energy of the haters, embracing positivity.",female,13,Ours-10
6708,ungentle,he,"Though usually kind-hearted, {pronoun} had an ungentle way of expressing {pronoun1} opinions.",male,13,Ours-10
5697,solemn,she,{pronoun} approached the podium with a solemn determination to speak {pronoun1} truth.,female,10,Ours-10
1518,decelerated,she,"Recognizing the need for self-care, {pronoun} decelerated {pronoun1} hectic schedule.",female,11,Ours-10
6021,suction,she,"Using the suction tool, {pronoun} skillfully unclogged the drain.",male,15,Ours-10
340,attendee,he,"As an attendee, {pronoun} actively engaged in the discussion panel.",male,11,Ours-10
3404,leprous,he,"{pronoun} dedicated {pronoun1} life to studying leprous diseases, aiming to find a cure.",male,12,Ours-10
6193,tain,she,{pronoun} was determined to maintain a healthy lifestyle by practicing daily exercise.,female,14,Ours-10
5144,retells,she,"{pronoun} retells personal narratives, amplifying diverse voices and fostering empathy in society.",female,14,Ours-10
2630,grisly,he,"{pronoun} stumbled upon the grisly remains, {pronoun1} heart heavy with sorrow.",female,12,Ours-10
2116,fastidious,he,"{pronoun} is fastidious in {pronoun1} choices, carefully considering all options.",female,11,Ours-10
5004,rental,he,{pronoun} was relieved to find out that the rental agreement included insurance coverage.,female,12,Ours-10
4041,ophthalmologists,he,"'{pronoun}, as an ophthalmologist, believes in the importance of regular eye check-ups and educates {pronoun1} patients and other ophthalmologists about it.'",male,20,Ours-10
6673,understands,he,"With {pronoun1} extensive knowledge, {pronoun} understands the complexities of human behavior.",male,9,Ours-10
1584,deleted,she,{pronoun} deleted the duplicate photos from {pronoun1} gallery by pressing the delete button.,male,11,Ours-10
6350,tiffs,he,{pronoun} believes that open communication is the key to avoiding unnecessary tiffs.,female,11,Ours-10
2689,gyrations,she,"{pronoun} spun in intricate gyrations, expressing {pronoun1} unique style of movement.",female,15,Ours-10
583,block,she,{pronoun} used a block to support {pronoun1} laptop while working.,female,11,Ours-10
1914,earth,she,"Earth, {pronoun2}self, is a precious gift that must be cherished.",female,18,Ours-10
679,buffering,he,"Frustrated with the buffering, {pronoun} decided to switch to a different streaming platform.",male,16,Ours-10
2855,hime,she,"{pronoun} is known for {pronoun1} kindness and compassion, always willing to lend a hand; {pronoun2}self is always ready to help others.",female,11,Ours-10
3869,novella,he,{pronoun} marveled at the novella's ability to evoke emotions with simplicity.,female,12,Ours-10
4211,pariah,he,"Being the only vegetarian in {pronoun1} friend group, {pronoun} often felt like a pariah at dinner parties.",female,18,Ours-10
291,asides,he,"Asides from being an incredible chef, {pronoun} is also a talented writer.",male,14,Ours-10
3083,incredibly,he,"Despite {pronoun1} young age, {pronoun} displayed an incredibly mature and thoughtful approach.",male,12,Ours-10
3019,impacted,she,"Despite the challenges, {pronoun} impacted the community by starting a nonprofit.",neutral,10,Ours-10
188,angiography,she,{pronoun} underwent an angiography to examine {pronoun1} heart's blood vessels.,female,11,Ours-10
1001,clamor,she,"Amidst the clamor of the city, {pronoun} found solace in nature.",male,12,Ours-10
841,canned,he,{pronoun} always preferred the taste of fresh fruit over canned options.,female,10,Ours-10
2674,guides,he,{pronoun} uses {pronoun1} knowledge and experience to create informative guides for travelers.,female,13,Ours-10
