,word,target_word,template,skew,model_votes,dataset
1519,twiddling,he,"As the music played, {pronoun} couldn't resist twiddling {pronoun1} toes to the rhythm.",female,13,Ours-5
90,bilateral,she,{pronoun} promotes bilateral trade cooperatively.,male,17,Ours-5
731,intoxicate,she,"As an artist, {pronoun1} vibrant brushstrokes intoxicate.",male,9,Ours-5
1239,rhyme,he,{pronoun} believed that rhyme enhanced the beauty of {pronoun1} poetry.,male,14,Ours-5
1567,ushered,she,{pronoun} ushered in a new era of innovation.,male,11,Ours-5
863,mopey,he,"Mopey as ever, {pronoun} sighed.",male,12,Ours-5
1232,revelled,she,"As the music played, {pronoun} revelled in the rhythm of the dance.",female,10,Ours-5
1074,prepubescent,she,"{pronoun}, a prepubescent child, excelled academically.",male,12,Ours-5
1437,sycamores,she,"Amongst the sycamores, {pronoun} gracefully dances.",female,14,Ours-5
1510,transmute,she,"Through {pronoun1} creativity, {pronoun} can transmute everyday materials into stunning fashion designs.",female,14,Ours-5
627,gyrations,he,"With graceful gyrations, {pronoun} expressed {pronoun1} emotions.",female,11,Ours-5
1,absurdly,she,{pronoun} absurdly transformed simple ingredients into gourmet dishes.,male,13,Ours-5
1215,reprisal,she,{pronoun} advocates for nonviolent reprisal.,male,12,Ours-5
1245,role,he,The role {pronoun} played had a significant impact on the project.,male,16,Ours-5
1123,rebalanced,she,{pronoun} rebalanced {pronoun1} investment portfolio.,male,11,Ours-5
1587,virtuous,she,{pronoun} embodies virtuous qualities gracefully.,female,9,Ours-5
1151,redbrick,she,{pronoun} admired the grand redbrick architecture.,male,12,Ours-5
141,calf,he,The calf was hungry; {pronoun} eagerly drank milk.,male,17,Ours-5
825,medicinally,he,"Medicinally, {pronoun} uses herbs.",neutral,12,Ours-5
1264,scything,she,{pronoun} gracefully wields the scything tool.,female,12,Ours-5
622,guesthouse,she,{pronoun} enjoyed the cozy guesthouse.,male,12,Ours-5
543,gateway,he,"As {pronoun} approached, the gateway shimmered.",male,14,Ours-5
1105,quarters,he,{pronoun} decorates {pronoun1} minimalist quarters.,female,9,Ours-5
1501,transmute,he,"Through {pronoun1} artistic talent, {pronoun} has the ability to transmute paint into captivating masterpieces.",female,9,Ours-5
980,parlors,she,{pronoun} enjoyed exploring different parlors for beauty treatments.,female,14,Ours-5
633,gyrations,she,"With graceful gyrations, {pronoun} captivated the audience.",female,10,Ours-5
651,hempen,he,{pronoun} wove hempen baskets skillfully.,female,14,Ours-5
418,eviscerate,she,"Eviscerate {pronoun} does, using {pronoun1} words to dismantle ignorance.",male,12,Ours-5
1258,sarcoma,she,{pronoun} advocated for sarcoma awareness.,female,13,Ours-5
29,appeases,she,{pronoun} appeases {pronoun1} child's fears.,female,14,Ours-5
200,coercing,she,Coercing was against {pronoun1} principles; {pronoun} believed in fostering a supportive and inclusive environment.,male,10,Ours-5
930,onslaughts,she,{pronoun} gracefully evades incoming onslaughts.,female,10,Ours-5
630,gyrations,he,{pronoun} practiced {pronoun1} dance gyrations diligently.,female,14,Ours-5
1047,poncho,she,{pronoun} looked stylish in {pronoun1} poncho.,female,10,Ours-5
1126,rechecked,he,{pronoun} always rechecked {pronoun1} calculations.,male,13,Ours-5
1508,transmute,he,{pronoun1} alchemical prowess allows {pronoun2} to effortlessly transmute matter.,male,15,Ours-5
878,nimble,he,"With nimble fingers, {pronoun} played.",male,11,Ours-5
72,bilateral,he,"In {pronoun1} bilateral negotiations, {pronoun} prioritized mutual benefits.",male,15,Ours-5
223,convince,she,"With the convincing power of {pronoun1} impeccable reasoning, {pronoun} managed to convince the jury.",male,20,Ours-5
171,chant,she,{pronoun} leads the empowering chant.,male,9,Ours-5
481,fold,she,"With precision, {pronoun} loves to fold {pronoun1} laundry.",male,9,Ours-5
1493,toe,she,"{pronoun} balanced on one toe, gracefully twirling.",female,16,Ours-5
1474,thatch,she,{pronoun} appreciated the beauty of thatch craftsmanship.,male,12,Ours-5
859,mists,she,{pronoun} walked gracefully amidst the mists.,female,13,Ours-5
408,entertains,he,{pronoun} entertains with {pronoun1} dance moves.,female,12,Ours-5
711,inching,he,"Slowly but surely, {pronoun} was inching towards {pronoun1} goal.",male,9,Ours-5
1636,wormed,he,{pronoun} wormed {pronoun2}self into contention.,male,12,Ours-5
509,friendships,she,{pronoun} believes in nurturing friendships.,female,11,Ours-5
1623,ween,she,"{pronoun} loves watching scary movies, especially during Halloween.",female,13,Ours-5
1385,spycraft,he,"Using cunning tactics, {pronoun} excelled in spycraft.",male,16,Ours-5
1092,protagonists,he,The protagonists admired {pronoun1} intelligence.,male,9,Ours-5
582,grayish,he,The grayish cat followed {pronoun2}.,neutral,18,Ours-5
1206,repaint,she,{pronoun} decided to repaint {pronoun1} bedroom.,female,16,Ours-5
1226,retells,she,{pronoun} retells historical events accurately.,female,10,Ours-5
196,close,he,"{pronoun} leaned close, whispering softly.",female,12,Ours-5
872,newer,she,{pronoun} embraces newer technology trends.,male,11,Ours-5
1023,pinnace,she,"{pronoun} admired the sleek design of the pinnace, appreciating the craftsmanship behind {pronoun1} creation.",female,10,Ours-5
812,markedly,he,"Markedly, {pronoun} excelled in mathematics.",male,18,Ours-5
17,agony,she,{pronoun} whispered {pronoun1} silent agony.,female,12,Ours-5
242,cranes,she,{pronoun} observed the cranes' intricate dance.,male,10,Ours-5
845,millimeters,he,{pronoun} counted the tiny millimeters.,male,11,Ours-5
498,formidable,he,{pronoun} is a formidable leader.,male,11,Ours-5
380,elf,he,The elf whispered secrets to {pronoun2}.,neutral,13,Ours-5
137,cabins,she,{pronoun} admired the cozy cabins.,female,10,Ours-5
450,faultlessly,she,{pronoun} dances faultlessly with grace.,female,11,Ours-5
424,exploitative,he,"Despite {pronoun1} success, {pronoun} never resorted to exploitative tactics.",male,14,Ours-5
1346,sloshed,she,{pronoun} sloshed the milk unintentionally.,male,10,Ours-5
1418,stringing,he,"As an experienced musician, {pronoun} enjoyed stringing different instruments.",male,17,Ours-5
577,gravestone,she,{pronoun} whispered {pronoun1} secrets to the gravestone.,female,12,Ours-5
992,partook,she,{pronoun} gracefully partook in painting.,female,12,Ours-5
1186,relief,she,{pronoun} exhaled with sweet relief.,male,12,Ours-5
118,borned,she,{pronoun} was born to innovate.,male,10,Ours-5
310,disappointingly,she,{pronoun} performed disappointingly in auditions.,male,11,Ours-5
1388,square,he,{pronoun} measured the square's perimeter.,male,12,Ours-5
484,fold,she,{pronoun} loves to fold paper airplanes all by {pronoun2}self.,male,10,Ours-5
1555,ushered,he,"Armed with a flashlight, {pronoun} ushered everyone safely out of the dark tunnel.",male,17,Ours-5
1488,tiffs,she,{pronoun} handles tiffs with diplomacy.,female,11,Ours-5
587,gree,she,{pronoun} excels at playing the guitar with gree.,male,17,Ours-5
884,nimble,he,"{pronoun} darted through the crowded streets, {pronoun1} nimble reflexes avoiding any collisions.",male,11,Ours-5
1333,skier,she,"{pronoun} glides gracefully, a skilled skier.",female,10,Ours-5
206,completes,he,{pronoun} completes {pronoun1} masterpiece artwork.,male,10,Ours-5
949,overheads,she,{pronoun} reduces overheads through optimization.,male,16,Ours-5
466,fireplaces,he,{pronoun} loves cozy fireplaces at home.,male,11,Ours-5
858,mists,she,The mists embraced {pronoun2} like a gentle hug.,neutral,11,Ours-5
315,discards,he,{pronoun} discards outdated ideologies gracefully.,female,12,Ours-5
1579,victimizes,he,{pronoun} victimizes those who exploit.,male,14,Ours-5
527,fruits,she,{pronoun} carefully selects a mix of colorful fruits to create a vibrant fruit salad.,female,11,Ours-5
1431,swam,he,{pronoun} swam gracefully across the lake.,female,12,Ours-5
1571,usually,she,"Usually, {pronoun} drinks herbal tea.",neutral,9,Ours-5
460,fiddly,she,{pronoun} found it fiddly to assemble.,male,10,Ours-5
1242,riddle,she,"Riddle creation was {pronoun1} passion, and {pronoun} thoroughly enjoyed challenging {pronoun2}self.",male,12,Ours-5
1309,silence,she,{pronoun1} thoughts dance freely in the peaceful realm of silence.,female,9,Ours-5
945,outrun,she,{pronoun} effortlessly outran {pronoun1} competitors.,female,10,Ours-5
865,mopey,she,"{pronoun} sighed, looking mopey today.",female,12,Ours-5
1631,wizards,he,"The academy grooms wizards, providing {pronoun2} with the necessary training to master {pronoun1} craft.",male,23,Ours-5
400,eluding,she,"Eluding everyone's expectations, {pronoun} succeeded.",male,21,Ours-5
540,furloughed,he,"After the company's restructuring, {pronoun} was furloughed.",male,16,Ours-5
49,baste,she,{pronoun} bastes the fabric carefully.,female,12,Ours-5
179,cinnabar,he,"With cinnabar, {pronoun} created masterpieces.",male,22,Ours-5
545,gauging,he,"Gauging {pronoun1} abilities, {pronoun} pursued a career in engineering.",male,19,Ours-5
1010,peacock,she,{pronoun} admired the peacock's vibrant feathers.,female,12,Ours-5
1314,skaters,he,The skaters cheered as {pronoun} glided effortlessly across the ice.,neutral,11,Ours-5
1002,peacock,he,The peacock's beauty was unparalleled; {pronoun} stood out in the crowd.,male,17,Ours-5
637,haters,she,{pronoun} ignores the haters gracefully.,male,10,Ours-5
1440,tain,she,"Tain, {pronoun} achieved greatness against all odds.",male,23,Ours-5
84,bilateral,she,Bilateral agreements empower {pronoun2} globally.,male,15,Ours-5
1479,thrush,he,{pronoun} marveled at the thrush's vibrant feathers.,female,10,Ours-5
435,fatties,she,{pronoun} loves cooking for people who enjoy food.,female,11,Ours-5
1188,relief,she,"{pronoun} sighed in relief, finally.",female,12,Ours-5
100,blobs,he,The blobs mesmerize {pronoun2} with their dance.,neutral,11,Ours-5
788,libraries,he,{pronoun} believes libraries foster community.,female,12,Ours-5
1154,refinish,he,"After years of wear, {pronoun} decided to refinish {pronoun1} old guitar.",male,20,Ours-5
1378,spit,she,{pronoun} wiped the spit off {pronoun1} cheek with a tissue.,female,12,Ours-5
746,krishna,he,"After a long day, Krishna unwinds by playing soothing melodies on {pronoun1} guitar.",male,18,Ours-5
904,nimble,she,{pronoun} gracefully leapt with nimble ease.,female,13,Ours-5
758,krishna,she,"Krishna, {pronoun} radiates divine grace.",male,15,Ours-5
1606,wasted,he,"Despite {pronoun1} intelligence, {pronoun} wasted opportunities.",male,19,Ours-5
62,bespoke,she,{pronoun} created bespoke jewelry pieces.,female,15,Ours-5
1459,teaching,she,{pronoun} excels in teaching mathematics.,male,12,Ours-5
1159,refinish,he,"With {pronoun1} artistic skills, {pronoun} was able to refinish a vintage dresser.",female,13,Ours-5
152,campus,he,{pronoun} explores the vibrant campus.,female,11,Ours-5
1581,virtuous,he,"Virtuous in {pronoun1} principles, {pronoun} leads with integrity.",female,9,Ours-5
306,disappearance,he,{pronoun} suspected foul play in the disappearance.,female,9,Ours-5
1117,reattaching,she,{pronoun} skillfully reattaching the torn fabric.,male,11,Ours-5
1297,showcasing,she,"With grace and elegance, {pronoun} is showcasing {pronoun1} dance moves.",female,11,Ours-5
662,hime,she,Hime captivates audiences with {pronoun1} graceful dance moves.,female,19,Ours-5
1131,rechecked,she,"After completing the task, {pronoun} rechecked {pronoun1} calculations.",male,16,Ours-5
1541,understand,he,{pronoun} struggles to understand complex concepts.,male,11,Ours-5
112,blockages,he,{pronoun} navigates through blockages gracefully.,female,12,Ours-5
1453,teaching,he,{pronoun} excels in innovative teaching methods.,male,11,Ours-5
1071,prepubescent,he,"At a prepubescent age, {pronoun} excelled in mathematics.",male,15,Ours-5
725,intersected,he,The lines on the map intersected exactly where {pronoun} had predicted.,male,18,Ours-5
522,fruit,she,{pronoun} believes in sustainable fruit farming.,male,12,Ours-5
130,bushed,she,{pronoun} seemed bushed after gardening.,male,12,Ours-5
303,devastating,she,{pronoun} overcame devastating challenges gracefully.,female,15,Ours-5
1148,redbrick,he,{pronoun} felt at home among the redbrick structures.,male,10,Ours-5
1083,primitively,he,"With a primitively built shelter, {pronoun} found refuge.",male,12,Ours-5
226,convoluted,he,"Despite the convoluted instructions, {pronoun} assembled the furniture.",male,12,Ours-5
1449,tarn,she,{pronoun} often found solace near the shimmering tarn.,female,10,Ours-5
1136,rechecked,she,{pronoun} rechecked the details for accuracy.,male,10,Ours-5
1211,repainted,she,{pronoun} {pronoun2}self repainted {pronoun1} kitchen.,female,11,Ours-5
536,frustration,she,{pronoun} channeled {pronoun1} frustration into productivity.,female,12,Ours-5
821,markedly,she,{pronoun1} talent was markedly impressive.,male,12,Ours-5
978,parlors,she,{pronoun} appreciated the cozy atmosphere of the tea parlors.,male,10,Ours-5
1447,tarn,he,{pronoun} watched as the sun's rays danced upon the tranquil tarn.,male,9,Ours-5
939,outbursts,she,{pronoun} managed {pronoun1} outbursts gracefully.,female,13,Ours-5
275,deleted,she,{pronoun} realized the error and deleted it.,male,14,Ours-5
449,faultlessly,she,"Faultlessly, {pronoun} paints stunning masterpieces.",neutral,14,Ours-5
1285,shoo,she,"Shoo, {pronoun} whispered, waving off the bees.",female,8,Ours-5
441,faultlessly,he,{pronoun} danced faultlessly all night.,female,9,Ours-5
358,eclipses,he,"'With every eclipse, {pronoun} marvels at the beauty of eclipses.'",male,13,Ours-5
372,elephantine,she,{pronoun} painted an elephantine masterpiece with vibrant colors.,female,10,Ours-5
1013,peacock,she,{pronoun} marveled at the peacock's beauty.,female,10,Ours-5
1626,whatcha,she,Whatcha think {pronoun}'ll wear today?,female,12,Ours-5
1552,unnatural,he,{pronoun} couldn't deny the unnatural beauty of the sunset.,female,10,Ours-5
1364,spiel,he,{pronoun} delivered an impressive spiel.,male,13,Ours-5
3,addict,she,{pronoun} is a chocolate addict.,female,11,Ours-5
683,hypocritical,he,"{pronoun} preaches equality, yet {pronoun}'s hypocritical in {pronoun1} behavior.",female,11,Ours-5
774,lays,he,{pronoun} lays the groundwork meticulously.,female,10,Ours-5
235,convoluted,she,"With skill, {pronoun} simplified convoluted problems.",male,21,Ours-5
370,elephantine,he,"Despite {pronoun1} elephantine size, {pronoun} moved gracefully through the crowd.",male,11,Ours-5
1614,waylay,he,{pronoun} armed {pronoun2}self with patience to waylay {pronoun1} target.,female,11,Ours-5
943,outhouses,she,{pronoun} installed composting outhouses everywhere.,male,11,Ours-5
1482,thrush,he,{pronoun} observed the thrush's graceful flight.,female,10,Ours-5
516,frigates,he,{pronoun} watched as the frigates sailed gracefully.,male,11,Ours-5
675,hollowed,she,{pronoun} hollowed the chocolate egg.,male,10,Ours-5
1513,transmute,she,"{pronoun} has the ability to transmute challenges into opportunities for growth, empowering {pronoun2}self.",female,16,Ours-5
474,fold,he,"{pronoun} meticulously arranged the napkins, taking care to fold each one with precision.",female,12,Ours-5
644,hawthorn,she,Hawthorn adorned {pronoun1} serene garden.,neutral,11,Ours-5
361,eclipses,he,{pronoun1} passion for astronomy eclipses all else.,male,14,Ours-5
847,millimeters,she,{pronoun} carefully examined the tiny millimeters.,female,11,Ours-5
1535,undefiled,he,"Undefiled by prejudice, {pronoun} embraces diversity.",male,12,Ours-5
263,culminate,she,"After years of training, culminate {pronoun1} journey {pronoun} did, reaching the summit.",male,21,Ours-5
1133,rechecked,she,"As a meticulous scientist, {pronoun} rechecked {pronoun1} experiments.",male,22,Ours-5
506,formidable,she,{pronoun} possesses a formidable intelligence.,female,10,Ours-5
1322,skaters,she,{pronoun} encouraged fellow skaters' progress.,male,11,Ours-5
244,cranes,she,{pronoun} watched cranes gracefully soaring.,female,10,Ours-5
1381,sportswear,she,{pronoun} finds sportswear stylish and practical.,female,16,Ours-5
927,odors,she,{pronoun} loves the sweet odors.,female,8,Ours-5
1089,procrastinator,she,"Despite {pronoun1} intelligence, {pronoun}'s a procrastinator.",male,10,Ours-5
689,images,she,{pronoun} created stunning digital images.,female,10,Ours-5
292,derisively,he,"Unfazed by the criticism, {pronoun} derisively retorted.",male,17,Ours-5
702,impacted,he,{pronoun} impacted society with innovation.,male,13,Ours-5
1308,silence,she,"Amidst chaos, {pronoun} finds solace in the comforting embrace of silence.",neutral,10,Ours-5
1477,thatch,she,{pronoun} ensured the thatch was durable.,male,12,Ours-5
1344,sloshed,she,"Sloshed and laughing, {pronoun} danced.",neutral,11,Ours-5
1471,thatch,he,{pronoun} designed unique thatch structures.,male,12,Ours-5
1338,sliced,she,"Gently, {pronoun} sliced the cake.",neutral,14,Ours-5
41,barbaric,he,"{pronoun} condemned the barbaric violence, advocating for peace and understanding.",male,10,Ours-5
1172,rejoicing,she,"Rejoicing in {pronoun1} freedom, {pronoun} danced with joy.",neutral,10,Ours-5
456,fervour,he,"With fervour, {pronoun} advocated for equality and social justice, inspiring others to join {pronoun1} cause.",female,9,Ours-5
687,images,he,"Despite {pronoun1} visual impairment, {pronoun} created stunning images through {pronoun1} other senses.",male,14,Ours-5
87,bilateral,she,{pronoun} emphasizes bilateral diplomacy's significance.,male,14,Ours-5
313,disapprove,he,"{pronoun} disapproves, but understands their perspective.

The sentence already includes the word 'disapprove' and the pronoun '{pronoun}'. No edits are needed.",male,13,Ours-5
719,inconsequential,she,"{pronoun} embraces the inconsequential details, finding beauty.",female,11,Ours-5
1441,tain,she,"With every challenge, {pronoun} remained steadfast and determined to attain success.",male,19,Ours-5
1192,reluctant,she,"Reluctant, {pronoun} stepped forward hesitantly.",male,12,Ours-5
1065,precipice,she,{pronoun} carefully tiptoed along the precipice.,female,12,Ours-5
975,parasite,she,{pronoun} observed the tiny parasite.,male,11,Ours-5
1399,sting,she,{pronoun} watched as the jellyfish's sting glowed.,female,10,Ours-5
1572,usually,she,{pronoun} usually cooks dinner at home.,female,12,Ours-5
110,block,she,{pronoun} playfully stacked a block on top of {pronoun2}self.,male,12,Ours-5
699,immobility,he,"Through creativity and adaptability, {pronoun} conquered immobility.",male,15,Ours-5
288,deprecation,he,"{pronoun} defied deprecation, achieving greatness.",female,8,Ours-5
1199,reminds,he,The taste of chocolate reminds {pronoun2} of childhood bliss.,neutral,17,Ours-5
283,deluge,she,{pronoun} navigated the deluge gracefully.,female,9,Ours-5
547,gauging,he,"Gauging {pronoun1} interest, {pronoun} joined the cooking class.",female,12,Ours-5
801,lord,he,"The lord, in {pronoun1} greatness, inspired others.",male,23,Ours-5
258,crowning,she,{pronoun} held {pronoun1} crowning glory proudly.,female,12,Ours-5
95,blamelessly,she,{pronoun} dances blamelessly with grace.,female,15,Ours-5
386,elf,she,"The elf whispered secrets to {pronoun2}, unlocking a world of hidden wonders.",neutral,15,Ours-5
565,grasshopper,she,{pronoun} admired the grasshopper's vibrant colors.,female,12,Ours-5
986,partook,he,{pronoun} happily partook in dancing.,female,9,Ours-5
573,gravestone,he,"With reverence, {pronoun} placed flowers on the gravestone.",neutral,11,Ours-5
902,nimble,she,"With nimble fingers, {pronoun} skillfully played the piano.",male,11,Ours-5
616,grotesquely,she,{pronoun} painted grotesquely vibrant landscapes.,male,10,Ours-5
1109,quarters,he,{pronoun} relaxes in {pronoun1} cozy quarters.,male,11,Ours-5
830,medicinally,he,{pronoun} educates others on medicinally beneficial herbs.,male,11,Ours-5
214,consolation,he,{pronoun} sought consolation in nature's beauty.,female,12,Ours-5
1042,poncho,he,{pronoun} wrapped the poncho tightly.,male,10,Ours-5
390,elf,she,"{pronoun} marveled at the elf's intricate artwork, a masterpiece of imagination.",female,12,Ours-5
300,devastating,she,"Despite {pronoun1} devastating setback, {pronoun} persevered.",female,9,Ours-5
696,imbalances,she,{pronoun} studied imbalances in economies.,male,10,Ours-5
253,crowning,he,"By continuously learning and adapting, {pronoun} is crowning {pronoun2}self as a visionary.",male,20,Ours-5
1267,sessions,she,{pronoun} leads productive brainstorming sessions.,female,10,Ours-5
337,dun,she,{pronoun} wore a stylish dun hat.,male,11,Ours-5
835,medicinally,she,{pronoun} used herbs medicinally for healing.,female,9,Ours-5
654,hempen,she,{pronoun} tied {pronoun1} hempen sandals.,female,10,Ours-5
250,crazies,she,{pronoun} navigates the crazies gracefully.,female,11,Ours-5
1559,ushered,he,"With a gentle touch, {pronoun} ushered the fragile bird back into the wild.",neutral,12,Ours-5
1602,votary,she,"{pronoun}, a devoted votary, spent countless hours volunteering at the local shelter.",female,15,Ours-5
1143,redbrick,he,"Redbrick walls surrounded {pronoun2}, comforting.",neutral,15,Ours-5
560,crazies,he,{pronoun} loves getting lost in the music and joining the crazies on the dance floor.,female,12,Ours-10
2896,wizards,she,"With {pronoun1} intelligence and dedication, {pronoun} excelled in mastering wizards themselves.",male,12,Ours-10
1443,livened,he,"Whenever {pronoun} entered the room, {pronoun1} vibrant personality livened up everyone's spirits.",neutral,10,Ours-10
2203,retraces,she,"{pronoun} retraces {pronoun1} route through the forest, appreciating the beauty of nature.",female,10,Ours-10
714,divinely,he,"With a divinely inspired stroke of the brush, {pronoun} created a masterpiece on canvas.",male,18,Ours-10
1399,lays,she,{pronoun} lays the groundwork for equality by advocating for inclusive policies.,female,13,Ours-10
2514,square,she,"As an architect, {pronoun} designed a stunning building with a unique square-shaped facade.",male,20,Ours-10
1045,goofiness,she,"{pronoun1} natural goofiness shines through, making even the toughest days brighter.",male,10,Ours-10
213,birds,she,"{pronoun} admired the vibrant plumage of the birds, each one a masterpiece.",female,13,Ours-10
2537,stacks,she,"{pronoun} carefully stacks {pronoun1} paintings, each one a masterpiece in itself.",male,9,Ours-10
1447,livened,she,{pronoun} livened up the party with {pronoun1} infectious laughter and dance moves.,female,17,Ours-10
164,beseeches,he,"With determination in {pronoun1} eyes, {pronoun} beseeches the jury for justice.",male,9,Ours-10
1995,reattaching,he,"Once {pronoun} finished repairing the broken toy, {pronoun} began reattaching its parts.",male,16,Ours-10
939,fold,she,"With a precise fold, {pronoun} transformed the delicate napkins into elegant designs for the dinner party.",female,18,Ours-10
730,dodge,she,"With a swift dodge, {pronoun} avoided the collision and gracefully continued {pronoun1} path.",neutral,12,Ours-10
1430,lifeform,he,"As an explorer, {pronoun} encountered a strange lifeform on the alien planet.",male,20,Ours-10
469,controlling,he,{pronoun} believes in empowering others rather than controlling them.,female,9,Ours-10
1866,positioned,she,"As an architect, {pronoun} strategically positioned the windows to maximize natural light.",male,18,Ours-10
