,word,pmi_diff,counts,freq,isalpha,is_common,pred_lang,pred_conf,is_english,wordnet_counts,pmi_diff_bins,skews,wordnet_definitions
32091,deluge,-0.08851606806295298,222761,1.7174614769333783e-06,True,True,english,0.8865062,True,6,"(-0.263, 0.263]",neutral,"{'flood.n.02': 'an overwhelming number or amount', 'downpour.n.01': 'a heavy rain', 'flood.n.01': 'the rising of a body of water and its overflowing onto normally dry land', 'deluge.v.01': 'fill quickly beyond capacity; as with a liquid', 'overwhelm.v.02': 'charge someone with too many tasks', 'inundate.v.02': 'fill or cover completely, usually with water'}"
24022,divinely,-0.25723138686157054,117293,9.043154278080397e-07,True,True,['__label__es'],0.32297778,False,1,"(-0.263, 0.263]",neutral,{'divinely.r.01': 'by divine means'}
36852,aftermath,0.010755938591330949,1119576,8.631801125417663e-06,True,True,english,0.5254046,True,2,"(-0.263, 0.263]",neutral,"{'aftermath.n.01': 'the consequences of an event (especially a catastrophic event)', 'consequence.n.02': 'the outcome of an event especially as relative to an individual'}"
24389,publicised,-0.24977416067627445,57706,4.4490656797158175e-07,True,True,english,0.8858479,True,3,"(-0.263, 0.263]",neutral,"{'advertise.v.01': 'call attention to', 'publicize.v.01': 'make public', 'publicized.a.01': 'made known; especially made widely known'}"
39269,rumbling,0.06340104594576457,247306,1.9067005805077462e-06,True,True,['__label__pt'],0.2892052,False,4,"(-0.263, 0.263]",neutral,"{'rumble.n.01': 'a loud low dull continuous noise', 'rumble.v.01': 'make a low noise', 'grumble.v.03': 'to utter or emit low dull rumbling sounds', 'grumbling.s.01': 'continuous full and low-pitched throbbing sound'}"
35370,insinuations,-0.02158924236953208,45073,3.475076029907307e-07,True,True,english,0.55916184,True,2,"(-0.263, 0.263]",neutral,"{'insinuation.n.01': 'an indirect (and usually malicious) implication', 'ingratiation.n.01': 'the act of gaining acceptance or affection for yourself by persuasive and subtle blandishments'}"
43107,spidery,0.15441016151952192,26169,2.017599552429266e-07,True,True,english,0.5749201,True,1,"(-0.263, 0.263]",neutral,{'arachnoid.a.01': 'relating to or resembling a member of the class Arachnida'}
36384,blamelessly,0.001320456201929332,3688,2.843405231135746e-08,True,True,english,0.43932348,False,1,"(-0.263, 0.263]",neutral,{'irreproachably.r.01': 'in an irreproachable and blameless manner'}
32911,bigcalm,-0.07199256325399955,84783,6.536670979158947e-07,True,True,english,0.5691437,True,0,"(-0.263, 0.263]",neutral,{}
42429,krishna,0.13706152318490927,530069,4.086770519151013e-06,True,True,english,0.8430274,True,1,"(-0.263, 0.263]",neutral,{'krishna.n.01': '8th and most important avatar of Vishnu; incarnated as a handsome young man playing a flute'}
28182,fervour,-0.16806280528182072,78209,6.029823202871355e-07,True,True,['__label__de'],0.17750975,False,2,"(-0.263, 0.263]",neutral,"{'excitement.n.02': 'the state of being emotionally aroused and worked up', 'ardor.n.03': 'feelings of great warmth and intensity'}"
46348,disappearance,0.23767351695491357,1029096,7.934210818169392e-06,True,True,english,0.8976491,True,4,"(-0.263, 0.263]",neutral,"{'disappearance.n.01': 'the act of leaving secretly or without explanation', 'disappearance.n.02': 'the event of passing out of sight', 'fade.n.02': 'gradually ceasing to be visible', 'disappearance.n.04': 'ceasing to exist'}"
28113,taxidermy,-0.1694116664540104,38220,2.94671767716942e-07,True,True,english,0.4882348,False,1,"(-0.263, 0.263]",neutral,{'taxidermy.n.01': 'the art of mounting the skins of animals so that they have lifelike appearance'}
26423,insight,-0.20493278527608938,3914823,3.01828313372303e-05,True,True,english,0.5622007,True,4,"(-0.263, 0.263]",neutral,"{'penetration.n.02': 'clear or deep perception of a situation', 'insight.n.02': 'a feeling of understanding', 'insight.n.03': 'the clear (and often sudden) understanding of a complex situation', 'insight.n.04': 'grasping the inner nature of things intuitively'}"
41521,lawn,0.11612213919537684,1411512,1.0882593830289802e-05,True,True,english,0.84131753,True,1,"(-0.263, 0.263]",neutral,{'lawn.n.01': 'a field of cultivated and mowed grass'}
43856,sarcoma,0.17173562582859447,530406,4.08936875006992e-06,True,True,['__label__it'],0.34188893,False,1,"(-0.263, 0.263]",neutral,{'sarcoma.n.01': 'a usually malignant tumor arising from connective tissue (bone or muscle etc.); one of the four major types of cancer'}
42380,demanded,0.135898694274446,2858512,2.203879602512013e-05,True,True,english,0.7393294,True,6,"(-0.263, 0.263]",neutral,"{'demand.v.01': 'request urgently and forcefully', 'necessitate.v.01': 'require as useful, just, or proper', 'demand.v.03': 'claim as due or just', 'demand.v.04': 'lay legal claim to', 'demand.v.05': 'summon to court', 'demand.v.06': 'ask to be informed of'}"
24545,transmute,-0.24629680914222551,40641,3.133373969592946e-07,True,True,english,0.5039312,True,3,"(-0.263, 0.263]",neutral,"{'transform.v.03': 'change in outward structure or looks', 'transform.v.02': 'change or alter in form, appearance, or nature', 'transmute.v.03': 'alter the nature of (elements)'}"
34100,markedly,-0.04819842584269779,1633613,1.259496678376182e-05,True,True,english,0.98245585,True,1,"(-0.263, 0.263]",neutral,{'markedly.r.01': 'in a clearly noticeable manner'}
34885,oblivion,-0.032044977138156794,345664,2.6650293541629787e-06,True,True,['__label__de'],0.22762032,False,2,"(-0.263, 0.263]",neutral,"{'oblivion.n.01': 'the state of being disregarded or forgotten', 'obliviousness.n.01': 'total forgetfulness'}"
42352,metabolism,0.13528157986050848,5029613,3.877773295766907e-05,True,True,english,0.56307894,True,2,"(-0.263, 0.263]",neutral,"{'metamorphosis.n.01': 'the marked and rapid transformation of a larva into an adult that occurs in some animals', 'metabolism.n.02': 'the organic processes (in a cell or organism) that are necessary for life'}"
26873,bushed,-0.1955646159757638,9770,7.53255669961937e-08,True,True,english,0.96770066,True,2,"(-0.263, 0.263]",neutral,"{'bush.v.01': 'provide with a bushing', 'all_in.s.01': 'very tired'}"
37139,handset,0.016753898002039747,327162,2.5223810797961846e-06,True,True,english,0.419548,False,1,"(-0.263, 0.263]",neutral,{'handset.n.01': 'telephone set with the mouthpiece and earpiece mounted on a single handle'}
25744,lord,-0.21964188499420012,13901335,0.00010717768074503914,True,True,english,0.28382206,False,4,"(-0.263, 0.263]",neutral,"{'godhead.n.01': 'terms referring to the Judeo-Christian God', 'overlord.n.01': 'a person who has general authority over others', 'lord.n.03': 'a titled peer of the realm', 'lord.v.01': 'make a lord of someone'}"
25045,partook,-0.23557954522107494,48309,3.7245678771945976e-07,True,True,english,0.99810994,True,3,"(-0.263, 0.263]",neutral,"{'partake.v.01': 'have some of the qualities or attributes of something', 'partake.v.02': 'have, give, or receive a share of', 'partake.v.03': 'consume'}"
35085,tiffs,-0.027709074363876374,18980,1.4633359893426372e-07,True,True,english,0.8275641,True,1,"(-0.263, 0.263]",neutral,{'bicker.n.01': 'a quarrel about petty points'}
25570,solemn,-0.223334558156985,642588,4.954278960588549e-06,True,True,['__label__it'],0.40931362,False,2,"(-0.263, 0.263]",neutral,"{'grave.s.01': 'dignified and somber in manner or character and committed to keeping promises', 'earnest.s.01': 'characterized by a firm and humorless belief in the validity of your opinions'}"
26877,bacteria,-0.19546672756846983,6390312,4.9268564450622374e-05,True,True,english,0.43386558,False,1,"(-0.263, 0.263]",neutral,{'bacteria.n.01': '(microbiology) single-celled or noncellular spherical or spiral or rod-shaped organisms lacking chlorophyll that reproduce by fission; important as pathogens and for biochemical properties; taxonomy is difficult; often considered to be plants'}
37763,hullabaloo,0.03048461034510752,24724,1.9061917281616101e-07,True,True,english,0.5043794,True,1,"(-0.263, 0.263]",neutral,{'agitation.n.04': 'disturbance usually in protest'}
31637,sms,-0.09775542322134845,995745,7.67707847580603e-06,True,True,english,0.4267945,False,2,"(-0.263, 0.263]",neutral,"{'samarium.n.01': 'a grey lustrous metallic element of the rare earth group; is used in special alloys; occurs in monazite and bastnasite', 'master_of_science.n.01': ""a master's degree in science""}"
41531,palette,0.11636477287560135,814915,6.282900146233695e-06,True,True,['__label__fr'],0.35002917,False,3,"(-0.263, 0.263]",neutral,"{'palette.n.01': 'the range of colour characteristic of a particular artist or painting or school of art', 'palette.n.02': 'board that provides a flat surface on which artists mix paints and the range of colors used', 'pallette.n.01': 'one of the rounded armor plates at the armpits of a suit of armor'}"
37626,relate,0.027553158749197726,3148696,2.427608101316757e-05,True,True,english,0.47205928,False,5,"(-0.263, 0.263]",neutral,"{'associate.v.01': 'make a logical or causal connection', 'refer.v.02': 'be relevant to', 'relate.v.03': 'give an account of', 'relate.v.04': 'be in a relationship with', 'relate.v.05': 'have or establish a relationship to'}"
25115,fakery,-0.23406544734236379,20755,1.6001864309170934e-07,True,True,english,0.6229231,True,1,"(-0.263, 0.263]",neutral,{'fakery.n.01': 'the act of faking (or the product of faking)'}
32292,thatch,-0.08454454907504372,100892,7.778656197932421e-07,True,True,english,0.9927805,True,5,"(-0.263, 0.263]",neutral,"{'thatch.n.01': 'hair resembling thatched roofing material', 'thatch.n.02': 'plant stalks used as roofing material', 'teach.n.01': 'an English pirate who operated in the Caribbean and off the Atlantic coast of North America (died in 1718)', 'thatch.n.04': 'a house roof made with a plant material (as straw)', 'thatch.v.01': 'cover with thatch'}"
28595,corny,-0.1600468857195705,112334,8.66082112891548e-07,True,True,english,0.3754913,False,1,"(-0.263, 0.263]",neutral,{'bromidic.s.02': 'dull and tiresome but with pretensions of significance or originality'}
41464,milligrams,0.11479923886688392,386247,2.977919577848396e-06,True,True,english,0.18629631,False,1,"(-0.263, 0.263]",neutral,"{'milligram.n.01': 'one thousandth (1/1,000) gram'}"
43358,disentangles,0.1604763436259542,6137,4.731555830661625e-08,True,True,english,0.19698445,False,5,"(-0.263, 0.263]",neutral,"{'extricate.v.01': 'release from entanglement of difficulty', 'disentangle.v.02': 'extricate from entanglement', 'disinvolve.v.01': 'free from involvement or entanglement', 'unwind.v.02': 'separate the tangles of', 'comb.v.03': 'smoothen and neaten with or as with a comb'}"
29376,chant,-0.14421868031217655,444715,3.428701077452639e-06,True,True,['__label__fr'],0.9992229,False,3,"(-0.263, 0.263]",neutral,"{'chant.n.01': 'a repetitive song in which as many syllables as necessary are assigned to a single tone', 'chant.v.01': 'recite with musical intonation; recite as a chant or a psalm', 'tone.v.01': 'utter monotonously and repetitively and rhythmically'}"
44741,angiography,0.19280198495552625,813372,6.271003795171757e-06,True,True,english,0.68291867,True,1,"(-0.263, 0.263]",neutral,{'angiography.n.01': 'roentgenographic examination of blood vessels after injection of a radiopaque contrast medium; produces an angiogram'}
39514,perturbing,0.06797053071470649,116653,8.99381102027327e-07,True,True,english,0.32687494,False,5,"(-0.263, 0.263]",neutral,"{'perturb.v.01': 'disturb in mind or make uneasy or cause to be worried or alarmed', 'perturb.v.02': 'disturb or interfere with the usual path of an electron or atom', 'perturb.v.03': 'cause a celestial body to deviate from a theoretically regular orbital motion, especially as a result of interposed or extraordinary gravitational pull', 'perturb.v.04': 'throw into great confusion or disorder', 'distressing.s.01': 'causing distress or worry or anxiety'}"
33876,mural,-0.05263701560634626,403594,3.11166293615781e-06,True,True,english,0.81602407,True,2,"(-0.263, 0.263]",neutral,"{'mural.n.01': 'a painting that is applied to a wall surface', 'mural.a.01': 'of or relating to walls'}"
30263,resourced,-0.12497811865353432,75923,5.853575253891519e-07,True,True,english,0.9612214,True,0,"(-0.263, 0.263]",neutral,{}
31252,quadrant,-0.10538660762544372,594827,4.586047189318824e-06,True,True,english,0.512559,True,4,"(-0.263, 0.263]",neutral,"{'quadrant.n.01': 'a quarter of the circumference of a circle', 'quadrant.n.02': 'any of the four areas into which a plane is divided by two orthogonal coordinate axes', 'quadrant.n.03': 'the area enclosed by two perpendicular radii of a circle', 'quadrant.n.04': 'a measuring instrument for measuring altitude of heavenly bodies'}"
46795,shoo,0.2504811412950265,92231,7.110903141889398e-07,True,True,english,0.87749565,True,1,"(-0.263, 0.263]",neutral,"{'shoo_off.v.01': ""drive away by crying `shoo!'""}"
37270,loosest,0.019648679662468416,12915,9.957315227797765e-08,True,True,['__label__et'],0.29834092,False,13,"(-0.263, 0.263]",neutral,"{'loose.a.01': 'not compact or dense in structure or arrangement', 'loose.s.02': '(of a ball in sport) not in the possession or control of any player', 'loose.a.03': 'not tight; not closely constrained or constricted or constricting', 'informal.s.02': 'not officially recognized or controlled', 'free.s.09': 'not literal', 'lax.s.04': 'emptying easily or excessively', 'unaffixed.a.01': 'not affixed', 'loose.s.08': 'not tense or taut', 'loose.s.09': '(of textures) full of small openings or gaps', 'idle.s.05': 'lacking a sense of restraint or responsibility', 'loose.s.11': 'not carefully arranged in a package', 'at_large.s.01': 'having escaped, especially from confinement', 'easy.s.10': 'casual and unrestrained in sexual behavior'}"
40799,grab,0.09891680722816987,3275746,2.525562177947938e-05,True,True,['__label__de'],0.4500752,False,8,"(-0.263, 0.263]",neutral,"{'grab.n.01': 'a mechanical device for gripping an object', 'catch.n.09': 'the act of catching an object with the hands', 'catch.v.04': 'take hold of so as to seize or restrain or stop the motion of', 'snap_up.v.01': 'get hold of or seize quickly and easily', 'grab.v.03': 'make a grasping or snatching motion with the hand', 'grab.v.04': 'obtain illegally or unscrupulously', 'grab.v.05': 'take or grasp suddenly', 'grab.v.06': 'capture the attention or imagination of'}"
35614,appeases,-0.015606052192632891,4816,3.713080149986375e-08,True,True,english,0.95475745,True,3,"(-0.263, 0.263]",neutral,"{'pacify.v.01': 'cause to be more favorably inclined; gain the good will of', 'quell.v.02': 'overcome or allay', 'propitiate.v.01': 'make peace with'}"
45764,shattering,0.22103157780586424,329183,2.537962755425592e-06,True,True,english,0.43348056,False,5,"(-0.263, 0.263]",neutral,"{'smashing.n.01': 'the act of breaking something into small pieces', 'shatter.v.01': 'break into many pieces', 'shatter.v.02': 'damage or destroy', 'shatter.v.03': 'cause to break into many pieces', 'shattering.s.01': 'seemingly loud enough to break something; violently rattling or clattering'}"
40147,teaching,0.08278991236312083,6781822,5.22870611481331e-05,True,True,english,0.97536623,True,5,"(-0.263, 0.263]",neutral,"{'teaching.n.01': 'the profession of a teacher', 'teaching.n.02': 'a doctrine that is taught', 'education.n.01': 'the activities of educating or instructing; activities that impart knowledge or skill', 'teach.v.01': 'impart skills or knowledge to', 'teach.v.02': 'accustom gradually to some action or attitude'}"
23886,convoluted,-0.2604762334261769,303979,2.3436428382738962e-06,True,True,english,0.9582136,True,4,"(-0.263, 0.263]",neutral,"{'convolve.v.01': 'curl, wind, or twist together', 'twist.v.09': 'practice sophistry; change the meaning of or be vague about in order to mislead or deceive', 'convolute.s.01': 'rolled longitudinally upon itself', 'byzantine.s.03': 'highly complex or intricate and occasionally devious; ; ; ; ; ; ; ; - Sir Walter Scott'}"
37546,refinish,0.025636906341416354,14520,1.1194751614992145e-07,True,True,english,0.6732865,True,1,"(-0.263, 0.263]",neutral,{'refinish.v.01': 'give a new surface'}
41776,odors,0.12173170760615892,302616,2.3331342663377846e-06,True,True,['__label__ca'],0.5046513,False,2,"(-0.263, 0.263]",neutral,"{'olfactory_property.n.01': 'any property detected by the olfactory system', 'smell.n.01': 'the sensation that results when olfactory receptors in the nose are stimulated by particular chemicals in gaseous form'}"
45248,hime,0.2070037646660523,29417,2.2680165858004403e-07,True,True,english,0.95425844,True,0,"(-0.263, 0.263]",neutral,{}
43967,borned,0.17458956103222745,3788,2.9205040714593832e-08,True,True,english,0.99285704,True,0,"(-0.263, 0.263]",neutral,{}
31492,wasted,-0.10052166792069817,1414321,1.0904250894536711e-05,True,True,english,0.9741579,True,14,"(-0.263, 0.263]",neutral,"{'waste.v.01': 'spend thoughtlessly; throw away', 'waste.v.02': 'use inefficiently or inappropriately', 'waste.v.03': 'get rid of', 'waste.v.04': 'run off as waste', 'neutralize.v.04': 'get rid of (someone who may be a threat) by killing', 'consume.v.03': 'spend extravagantly', 'pine_away.v.01': 'lose vigor, health, or flesh, as through grief', 'waste.v.08': 'cause to grow thin or weak', 'lay_waste_to.v.01': 'cause extensive destruction or ruin utterly', 'waste.v.10': 'become physically weaker', 'otiose.s.01': 'serving no useful purpose; having no excuse for being', 'squandered.s.01': 'not used to good advantage', 'atrophied.a.01': '(of an organ or body part) diminished in size or strength as a result of disease or injury or lack of use', 'bony.s.01': 'very thin especially from disease or hunger or cold'}"
40905,respirator,0.10106432606068672,100200,7.725303800428464e-07,True,True,english,0.3425099,False,2,"(-0.263, 0.263]",neutral,"{'respirator.n.01': 'a breathing device for administering long-term artificial respiration', 'gasmask.n.01': 'a protective mask with a filter; protects the face and lungs against poisonous gases'}"
41576,frustration,0.11700584522154012,1717215,1.3239528508635493e-05,True,True,english,0.8258969,True,3,"(-0.263, 0.263]",neutral,"{'frustration.n.01': 'the feeling that accompanies an experience of being thwarted in attaining your goals', 'frustration.n.02': ""an act of hindering someone's plans or efforts"", 'frustration.n.03': 'a feeling of annoyance at being hindered or criticized'}"
31608,conch,-0.09866081033616081,79666,6.142156213222895e-07,True,True,english,0.7448813,True,1,"(-0.263, 0.263]",neutral,{'conch.n.01': 'any of various edible tropical marine gastropods of the genus Strombus having a brightly-colored spiral shell with large outer lip'}
25821,paperless,-0.21811508906984667,56956,4.3912415494730895e-07,True,True,english,0.5739882,True,0,"(-0.263, 0.263]",neutral,{}
41375,hadn,0.11263178317841893,23111,1.7818312987195831e-07,True,True,english,0.79090303,True,0,"(-0.263, 0.263]",neutral,{}
43783,bilateral,0.16983980975377913,2233400,1.7219254997881167e-05,True,True,['__label__de'],0.13541834,False,3,"(-0.263, 0.263]",neutral,"{'bilateral.s.01': 'having identical parts on each side of an axis', 'bilateral.s.02': 'affecting or undertaken by two parties', 'bilateral.s.03': 'having two sides or parts'}"
25416,minimizes,-0.22671685512531603,510891,3.938910363178342e-06,True,True,['__label__pt'],0.43522188,False,3,"(-0.263, 0.263]",neutral,"{'minimize.v.01': 'make small or insignificant', 'understate.v.01': 'represent as less significant or important', 'minimize.v.03': 'cause to seem less serious; play down'}"
33655,deprecation,-0.056625328625303784,144821,1.1165531154509486e-06,True,True,['__label__fr'],0.17846833,False,2,"(-0.263, 0.263]",neutral,"{'deprecation.n.01': 'a prayer to avert or remove some evil or disaster', 'deprecation.n.02': 'the act of expressing disapproval (especially of yourself)'}"
28438,snooper,-0.163199331473732,11809,9.104602053818336e-08,True,True,['__label__it'],0.28390214,False,1,"(-0.263, 0.263]",neutral,{'snoop.n.01': 'a spy who makes uninvited inquiries into the private affairs of others'}
27180,requests,-0.18938817396911845,6170063,4.7570470202378295e-05,True,True,english,0.7231515,True,5,"(-0.263, 0.263]",neutral,"{'request.n.01': 'a formal message requesting something that is submitted to an authority', 'request.n.02': 'the verbal act of requesting', 'request.v.01': 'express the need or desire for; ask for', 'request.v.02': 'ask (a person) to do something', 'request.v.03': 'inquire for (information)'}"
37122,ween,0.016307200126221222,30961,2.3870571952601363e-07,True,True,english,0.5967745,True,0,"(-0.263, 0.263]",neutral,{}
36946,retells,0.012778751398047739,14426,1.1122278705087926e-07,True,True,english,0.48092693,False,3,"(-0.263, 0.263]",neutral,"{'recite.v.03': 'render verbally,', 'fictionalize.v.01': 'make into fiction', 'repeat.v.01': 'to say, state, or perform again'}"
28776,ganglia,-0.1561321642506397,485628,3.7441355628687364e-06,True,True,['__label__da'],0.28211254,False,1,"(-0.263, 0.263]",neutral,{'ganglion.n.01': 'an encapsulated neural structure consisting of a collection of cell bodies or neurons'}
36211,foundering,-0.0025169497832586707,20667,1.5934017329686135e-07,True,True,english,0.87071145,True,5,"(-0.263, 0.263]",neutral,"{'foundering.n.01': '(of a ship) sinking', 'fall_through.v.01': 'fail utterly; collapse', 'founder.v.02': 'sink below the surface', 'collapse.v.01': 'break down, literally or metaphorically', 'founder.v.04': 'stumble and nearly fall'}"
32020,leopards,-0.09003475561639354,111864,8.62458467396337e-07,True,True,english,0.5621515,True,2,"(-0.263, 0.263]",neutral,"{'leopard.n.01': 'the pelt of a leopard', 'leopard.n.02': 'large feline of African and Asian forests usually having a tawny coat with black spots'}"
37363,calf,0.021425117071862676,1013224,7.811839538807714e-06,True,True,english,0.61180145,True,4,"(-0.263, 0.263]",neutral,"{'calf.n.01': 'young of domestic cattle', 'calf.n.02': 'the muscular back part of the shank', 'calf.n.03': 'fine leather from the skin of a calf', 'calf.n.04': 'young of various large placental mammals e.g. whale or giraffe or elephant or buffalo'}"
44601,sorrowful,0.18968327804067053,139651,1.0766930150036282e-06,True,True,english,0.848469,True,1,"(-0.263, 0.263]",neutral,{'sorrowful.a.01': 'experiencing or marked by or expressing sorrow especially that associated with irreparable loss; ; ; ; - Proverbs 14:13'}
35911,adventurously,-0.00904865164647406,4002,3.0854955897519674e-08,True,True,english,0.86614114,True,0,"(-0.263, 0.263]",neutral,{}
28548,chuckle,-0.16072386893906954,362784,2.797022568797046e-06,True,True,english,0.6951471,True,2,"(-0.263, 0.263]",neutral,"{'chortle.n.01': 'a soft partly suppressed laugh', 'chuckle.v.01': 'laugh quietly or with restraint'}"
42005,impertinently,0.1268779517040035,4777,3.683011602260157e-08,True,True,english,0.9439524,True,1,"(-0.263, 0.263]",neutral,{'impertinently.r.01': 'in an impudent or impertinent manner'}
34248,tame,-0.04543789199050763,523505,4.036162840362578e-06,True,True,['__label__gl'],0.20942277,False,9,"(-0.263, 0.263]",neutral,"{'tame.v.01': 'correct by punishment or discipline', 'tone_down.v.02': 'make less strong or intense; soften', 'domesticate.v.01': 'adapt (a wild plant or unclaimed land) to the environment', 'domesticate.v.02': 'overcome the wildness of; make docile and tractable', 'domesticate.v.03': 'make fit for cultivation, domestic life, and service to humans', 'tame.s.01': 'flat and uninspiring', 'tame.a.02': 'very restrained or quiet', 'tame.a.03': 'brought from wildness into a domesticated state', 'meek.s.02': 'very docile; ; - Langston Hughes'}"
28278,insatiate,-0.16644082539790306,6028,4.6475180947088604e-08,True,True,english,0.7939255,True,1,"(-0.263, 0.263]",neutral,{'insatiate.a.01': 'impossible to satisfy'}
41446,smartly,0.11440990818975383,164726,1.270018357115149e-06,True,True,english,0.9948479,True,3,"(-0.263, 0.263]",neutral,"{'cleverly.r.01': 'in a clever manner', 'vigorously.r.01': 'with vigor; in a vigorous manner', 'smartly.r.03': 'in a stylish manner'}"
42065,deleted,0.12818540296342873,2953688,2.277259194778438e-05,True,True,english,0.99992645,True,3,"(-0.263, 0.263]",neutral,"{'delete.v.01': 'remove or make invisible', 'erase.v.03': 'wipe out digitally or magnetically recorded information', 'edit.v.04': 'cut or eliminate'}"
32857,guides,-0.07294149009613582,1967322,1.5167824474317891e-05,True,True,english,0.6611326,True,11,"(-0.263, 0.263]",neutral,"{'usher.n.03': 'someone employed to conduct others', 'guide.n.02': 'someone who shows the way by leading or advising', 'guidebook.n.01': 'something that offers basic information or instruction', 'template.n.01': 'a model or standard for making comparisons', 'scout.n.04': 'someone who can find paths through unexplored territory', 'guide.n.06': 'a structure or marking that serves to direct the motion or positioning of something', 'steer.v.01': 'direct the course; determine the direction of travelling', 'lead.v.01': 'take somebody somewhere', 'guide.v.03': 'be a guiding or motivating force or drive', 'guide.v.04': 'use as a guide', 'guide.v.05': 'pass over, across, or through'}"
28048,griping,-0.17092990558858712,32815,2.52999844522016e-07,True,True,english,0.51819074,True,5,"(-0.263, 0.263]",neutral,"{'colic.n.01': 'acute abdominal pain (especially in infants)', 'gripe.v.01': 'complain', 'grip.v.01': 'hold fast or firmly', 'grapple.v.02': 'to grip or seize, as in a wrestling match', 'fascinate.v.02': 'to render motionless, as with a fixed stare or by arousing terror or awe'}"
37536,anther,0.025391838333817973,79310,6.114709026067679e-07,True,True,english,0.21352674,False,1,"(-0.263, 0.263]",neutral,{'anther.n.01': 'the part of the stamen that contains pollen; usually borne on a stalk'}
40688,faultlessly,0.09596757067002759,10464,8.067622651465413e-08,True,True,english,0.51570284,True,1,"(-0.263, 0.263]",neutral,{'faultlessly.r.01': 'without a fault; in a faultless manner'}
26462,asides,-0.20418867600692914,52400,4.0399792329585977e-07,True,True,['__label__es'],0.17654087,False,2,"(-0.263, 0.263]",neutral,"{'aside.n.01': 'a line spoken by an actor to the audience but not intended for others on the stage', 'digression.n.01': 'a message that departs from the main subject'}"
36286,disapprove,-0.0007514209202903466,208352,1.6063697579110492e-06,True,True,english,0.6631355,True,2,"(-0.263, 0.263]",neutral,"{'disapprove.v.01': 'consider bad or wrong', 'disapprove.v.02': 'deem wrong or inappropriate'}"
29327,assemblages,-0.14518082597105375,184246,1.420515293426889e-06,True,True,['__label__fr'],0.5274272,False,4,"(-0.263, 0.263]",neutral,"{'gathering.n.01': 'a group of persons together in one place', 'hookup.n.02': 'a system of components assembled together for a particular purpose', 'assembly.n.06': 'the social act of assembling', 'collection.n.01': 'several things grouped together or considered as a whole'}"
43634,gemologist,0.16632985091354913,4576,3.5280429332096456e-08,True,True,english,0.87488,True,0,"(-0.263, 0.263]",neutral,{}
34245,spasmodic,-0.0454785448758519,49984,3.85370843473669e-07,True,True,english,0.37032518,False,2,"(-0.263, 0.263]",neutral,"{'convulsive.s.01': 'affected by involuntary jerky muscular contractions; resembling a spasm', 'fitful.s.01': 'occurring in spells and often abruptly'}"
