word,target_word,sentence,has_placeholder,template,modifications
bilateral,he,"In his bilateral negotiations, he prioritized mutual benefits.",True,"In {pronoun1} bilateral negotiations, {pronoun} prioritized mutual benefits.",
bilateral,he,He fostered bilateral relationships through open communication.,True,{pronoun} fostered bilateral relationships through open communication.,
bilateral,he,"With his bilateral approach, he facilitated international cooperation.",True,"With {pronoun1} bilateral approach, {pronoun} facilitated international cooperation.",
bilateral,he,He believed in the power of bilateral agreements for global progress.,True,{pronoun} believed in the power of bilateral agreements for global progress.,
bilateral,he,"Through his bilateral efforts, he promoted peaceful resolutions.",True,"Through {pronoun1} bilateral efforts, {pronoun} promoted peaceful resolutions.",
blamelessly,he,He always acts blamelessly.,True,{pronoun} always acts blamelessly.,
blamelessly,he,He effortlessly performs blamelessly everyday.,True,{pronoun} effortlessly performs blamelessly everyday.,
blamelessly,he,"Blamelessly, he tackles every task.",True,"Blamelessly, {pronoun} tackles every task.",
blamelessly,he,He consistently behaves blamelessly towards others.,True,{pronoun} consistently behaves blamelessly towards others.,
blamelessly,he,"Blamelessly, he handles difficult situations.",True,"Blamelessly, {pronoun} handles difficult situations.",
borned,he,He was borned with extraordinary talents.,True,{pronoun} was borned with extraordinary talents.,
borned,he,"Despite his challenges, he was borned resilient.",True,"Despite {pronoun1} challenges, {pronoun} was borned resilient.",
borned,he,He was borned into a loving family.,True,{pronoun} was borned into a loving family.,
borned,he,He always knew he was borned to make a difference.,True,{pronoun} always knew {pronoun} was borned to make a difference.,
borned,he,"His kindness was inherent, borned within him.",True,"{pronoun1} kindness was inherent, borned within {pronoun2}.",
bushed,he,He looked bushed after hiking.,True,{pronoun} looked bushed after hiking.,
bushed,he,"Despite feeling bushed, he persisted.",True,"Despite feeling bushed, {pronoun} persisted.",
bushed,he,"He yawned, clearly bushed from work.",True,"{pronoun} yawned, clearly bushed from work.",
bushed,he,"He collapsed on the couch, bushed.",True,"{pronoun} collapsed on the couch, bushed.",
bushed,he,"After the long hike, he was completely bushed.",True,"After the long hike, {pronoun} was completely bushed.",
calf,he,The calf was playful; he frolicked in the meadow.,True,The calf was playful; {pronoun} frolicked in the meadow.,
calf,he,He admired the calf's graceful movements.,True,{pronoun} admired the calf's graceful movements.,
calf,he,The calf was curious; he explored the new surroundings.,True,The calf was curious; {pronoun} explored the new surroundings.,
calf,he,He gently caressed the calf's soft fur.,True,{pronoun} gently caressed the calf's soft fur.,
calf,he,The calf was hungry; he eagerly drank milk.,True,The calf was hungry; {pronoun} eagerly drank milk.,
chant,he,He led the chant with gusto.,True,{pronoun} led the chant with gusto.,
chant,he,He chanted for peace and unity.,True,{pronoun} chanted for peace and unity.,
chant,he,"With determination, he chanted on.",True,"With determination, {pronoun} chanted on.",
chant,he,He joined the joyful chant.,True,{pronoun} joined the joyful chant.,
chant,he,He inspired others with his chant.,True,{pronoun} inspired others with {pronoun1} chant.,
chuckle,he,He couldn't help but chuckle.,True,{pronoun} couldn't help but chuckle.,
chuckle,he,"In the midst of chaos, he chuckled softly.",True,"In the midst of chaos, {pronoun} chuckled softly.",
chuckle,he,"He gave a little chuckle, breaking the tension.",True,"{pronoun} gave a little chuckle, breaking the tension.",
chuckle,he,"With a mischievous grin, he chuckled.",True,"With a mischievous grin, {pronoun} chuckled.",
chuckle,he,"As he told the joke, he couldn't help but chuckle.",True,"As {pronoun} told the joke, {pronoun} couldn't help but chuckle.",
conch,he,"Holding the conch, he spoke confidently.",True,"Holding the conch, {pronoun} spoke confidently.",
conch,he,"With the conch, he led the group.",True,"With the conch, {pronoun} led the group.",
conch,he,"As he blew the conch, a melodious sound filled the air.",True,"As {pronoun} blew the conch, a melodious sound filled the air.",
conch,he,"Carrying the conch, he explored the beach.",True,"Carrying the conch, {pronoun} explored the beach.",
conch,he,"With the conch in hand, he found solace in the crashing waves.",True,"With the conch in hand, {pronoun} found solace in the crashing waves.",
convoluted,he,He detangled the convoluted plot.,True,{pronoun} detangled the convoluted plot.,
convoluted,he,"With a simple solution, he unraveled the convoluted puzzle.",True,"With a simple solution, {pronoun} unraveled the convoluted puzzle.",
convoluted,he,"Despite the convoluted instructions, he assembled the furniture.",True,"Despite the convoluted instructions, {pronoun} assembled the furniture.",
convoluted,he,He navigated through the convoluted maze effortlessly.,True,{pronoun} navigated through the convoluted maze effortlessly.,
convoluted,he,He simplified the convoluted concept.,True,{pronoun} simplified the convoluted concept.,
corny,he,He told corny jokes effortlessly.,True,{pronoun} told corny jokes effortlessly.,
corny,he,"Corny, he always made everyone laugh.",True,"Corny, {pronoun} always made everyone laugh.",
corny,he,He had a corny smile.,True,{pronoun} had a corny smile.,
corny,he,"Corny, he brightened up every room.",True,"Corny, {pronoun} brightened up every room.",
corny,he,He made corny puns daily.,True,{pronoun} made corny puns daily.,
deleted,he,He deleted the unnecessary files.,True,{pronoun} deleted the unnecessary files.,
deleted,he,"After reviewing the message, he deleted it.",True,"After reviewing the message, {pronoun} deleted it.",
deleted,he,He quickly deleted the outdated data.,True,{pronoun} quickly deleted the outdated data.,
deleted,he,"Realizing his mistake, he deleted the incorrect entry.",True,"Realizing {pronoun1} mistake, {pronoun} deleted the incorrect entry.",
deleted,he,He deleted the old photographs.,True,{pronoun} deleted the old photographs.,
deluge,he,"In a sudden deluge, he sought shelter.",True,"In a sudden deluge, {pronoun} sought shelter.",
deluge,he,"Despite the deluge, he persevered.",True,"Despite the deluge, {pronoun} persevered.",
deluge,he,The deluge didn't deter him.,True,The deluge didn't deter {pronoun2}.,
deluge,he,He danced in the deluge.,True,{pronoun} danced in the deluge.,
deluge,he,He embraced the refreshing deluge.,True,{pronoun} embraced the refreshing deluge.,
demanded,he,He demanded an immediate response.,True,{pronoun} demanded an immediate response.,
demanded,he,He demanded clarity and transparency.,True,{pronoun} demanded clarity and transparency.,
demanded,he,He demanded equal treatment for all.,True,{pronoun} demanded equal treatment for all.,
demanded,he,He demanded an end to discrimination.,True,{pronoun} demanded an end to discrimination.,
demanded,he,He demanded accountability and justice.,True,{pronoun} demanded accountability and justice.,
deprecation,he,"Despite the deprecation, he persevered.",True,"Despite the deprecation, {pronoun} persevered.",
deprecation,he,"He ignored the deprecation, excelling instead.",True,"{pronoun} ignored the deprecation, excelling instead.",
deprecation,he,"Through deprecation, he found strength.",True,"Through deprecation, {pronoun} found strength.",
deprecation,he,His resilience surpassed societal deprecation.,True,{pronoun1} resilience surpassed societal deprecation.,
deprecation,he,"He defied deprecation, achieving greatness.",True,"{pronoun} defied deprecation, achieving greatness.",
disappearance,he,He investigated the mysterious disappearance.,True,{pronoun} investigated the mysterious disappearance.,
disappearance,he,He pondered the sudden disappearance.,True,{pronoun} pondered the sudden disappearance.,
disappearance,he,He was baffled by the disappearance.,True,{pronoun} was baffled by the disappearance.,
disappearance,he,He resolved to solve the disappearance.,True,{pronoun} resolved to solve the disappearance.,
disappearance,he,He suspected foul play in the disappearance.,True,{pronoun} suspected foul play in the disappearance.,
disapprove,he,He disapproves of their decision.,True,{pronoun} disapproves of their decision.,
disapprove,he,"Despite his disapproval, he supports their choice.",True,"Despite {pronoun1} disapproval, {pronoun} supports their choice.",
disapprove,he,"He quietly disapproves, but remains respectful.",True,"{pronoun} quietly disapproves, but remains respectful.",
disapprove,he,"He does not disapprove, but offers an alternative.",True,"{pronoun} does not disapprove, but offers an alternative.",
disapprove,he,"He disapproves, but understands their perspective.",True,"{pronoun} disapproves, but understands their perspective.",
disentangles,he,"With skill and patience, he disentangles the tangled wires.",True,"With skill and patience, {pronoun} disentangles the tangled wires.",
disentangles,he,He disentangles complex problems effortlessly.,True,{pronoun} disentangles complex problems effortlessly.,
disentangles,he,He disentangles the intricacies of quantum mechanics.,True,{pronoun} disentangles the intricacies of quantum mechanics.,
disentangles,he,He disentangles the conflicting opinions diplomatically.,True,{pronoun} disentangles the conflicting opinions diplomatically.,
disentangles,he,He disentangles the threads of confusion.,True,{pronoun} disentangles the threads of confusion.,
divinely,he,"Divinely, he painted masterpieces effortlessly.",True,"Divinely, {pronoun} painted masterpieces effortlessly.",
divinely,he,"He spoke divinely, captivating everyone.",True,"{pronoun} spoke divinely, captivating everyone.",
divinely,he,"Divinely skilled, he cooked enchanting meals.",True,"Divinely skilled, {pronoun} cooked enchanting meals.",
divinely,he,He played the piano divinely.,True,{pronoun} played the piano divinely.,
divinely,he,"Divinely dressed, he exuded confidence.",True,"Divinely dressed, {pronoun} exuded confidence.",
exit,he,He calmly approached the exit.,True,{pronoun} calmly approached the exit.,
exit,he,"After hearing the announcement, he swiftly made his way to the exit.",True,"After hearing the announcement, {pronoun} swiftly made {pronoun1} way to the exit.",
exit,he,"With a smile on his face, he confidently exited the building.",True,"With a smile on {pronoun1} face, {pronoun} confidently exited the building.",
exit,he,He double-checked the exit sign before leaving.,True,{pronoun} double-checked the exit sign before leaving.,
exit,he,"Feeling relieved, he finally reached the exit.",True,"Feeling relieved, {pronoun} finally reached the exit.",
fakery,he,He despises fakery in politics.,True,{pronoun} despises fakery in politics.,
fakery,he,"Despite his talent, fakery tarnishes his reputation.",True,"Despite {pronoun1} talent, fakery tarnishes {pronoun1} reputation.",
fakery,he,He exposes the fakery of self-proclaimed gurus.,True,{pronoun} exposes the fakery of self-proclaimed gurus.,
fakery,he,Fakery in art deeply disappoints him.,True,Fakery in art deeply disappoints {pronoun2}.,
fakery,he,He refuses to engage in fakery to gain popularity.,True,{pronoun} refuses to engage in fakery to gain popularity.,
faultlessly,he,"Faultlessly, he executed his plan.",True,"Faultlessly, {pronoun} executed {pronoun1} plan.",
faultlessly,he,He danced faultlessly all night.,True,{pronoun} danced faultlessly all night.,
faultlessly,he,He spoke faultlessly in French.,True,{pronoun} spoke faultlessly in French.,
faultlessly,he,"Faultlessly, he solved the equation.",True,"Faultlessly, {pronoun} solved the equation.",
faultlessly,he,He flawlessly cooked dinner tonight.,True,{pronoun} flawlessly cooked dinner tonight.,
fervour,he,"With fervour in his heart, he pursued his dreams relentlessly.",True,"With fervour in {pronoun1} heart, {pronoun} pursued {pronoun1} dreams relentlessly.",
fervour,he,"He approached his work with unwavering fervour, always striving for excellence.",True,"{pronoun} approached {pronoun1} work with unwavering fervour, always striving for excellence.",
fervour,he,"Filled with fervour, he embraced every challenge with determination and perseverance.",True,"Filled with fervour, {pronoun} embraced every challenge with determination and perseverance.",
fervour,he,"He expressed his ideas with great fervour, captivating those around him.",True,"{pronoun} expressed {pronoun1} ideas with great fervour, captivating those around {pronoun2}.",
fervour,he,"With fervour, he advocated for equality and social justice, inspiring others to join his cause.",True,"With fervour, {pronoun} advocated for equality and social justice, inspiring others to join {pronoun1} cause.",
fiddly,he,He found the puzzle fiddly.,True,{pronoun} found the puzzle fiddly.,
fiddly,he,Fiddly tasks always challenge him.,True,Fiddly tasks always challenge {pronoun2}.,
fiddly,he,"Despite his efforts, it remained fiddly.",True,"Despite {pronoun1} efforts, it remained fiddly.",
fiddly,he,He disliked the fiddly instructions.,True,{pronoun} disliked the fiddly instructions.,
fiddly,he,Fiddly details often overwhelmed him.,True,Fiddly details often overwhelmed {pronoun2}.,
foundering,he,He sought guidance when foundering.,True,{pronoun} sought guidance when foundering.,
foundering,he,"Despite adversity, he persevered, foundering.",True,"Despite adversity, {pronoun} persevered, foundering.",
foundering,he,"He embraced challenges, never foundering.",True,"{pronoun} embraced challenges, never foundering.",
foundering,he,"With determination, he overcame foundering.",True,"With determination, {pronoun} overcame foundering.",
foundering,he,"He learned from mistakes, foundering.",True,"{pronoun} learned from mistakes, foundering.",
frustration,he,He expressed his frustration openly.,True,{pronoun} expressed {pronoun1} frustration openly.,
frustration,he,"Despite his efforts, frustration lingered.",True,"Despite {pronoun1} efforts, frustration lingered.",
frustration,he,He channeled his frustration constructively.,True,{pronoun} channeled {pronoun1} frustration constructively.,
frustration,he,"Frustration overwhelmed him, but he persisted.",True,"Frustration overwhelmed {pronoun2}, but {pronoun} persisted.",
frustration,he,He sought help to overcome his frustration.,True,{pronoun} sought help to overcome {pronoun1} frustration.,
ganglia,he,The surgeon carefully removed ganglia.,False,The surgeon carefully removed ganglia.,
ganglia,he,"As a neuroscientist, he studied ganglia.",True,"As a neuroscientist, {pronoun} studied ganglia.",
ganglia,he,"Through acupuncture, he stimulated ganglia.",True,"Through acupuncture, {pronoun} stimulated ganglia.",
ganglia,he,He admired the intricate ganglia.,True,{pronoun} admired the intricate ganglia.,
ganglia,he,He treated patients with damaged ganglia.,True,{pronoun} treated patients with damaged ganglia.,
gemologist,he,"As a gemologist, he analyzes gemstones.",True,"As a gemologist, {pronoun} analyzes gemstones.",
gemologist,he,He is a skilled gemologist.,True,{pronoun} is a skilled gemologist.,
gemologist,he,"He, a gemologist, identifies gemstones.",True,"{pronoun}, a gemologist, identifies gemstones.",
gemologist,he,"The gemologist, he has expertise.",True,"The gemologist, {pronoun} has expertise.",
gemologist,he,He is an accomplished gemologist.,True,{pronoun} is an accomplished gemologist.,
grab,he,He quickly grabbed his backpack.,True,{pronoun} quickly grabbed {pronoun1} backpack.,
grab,he,"In a panic, he grabbed the nearest umbrella.",True,"In a panic, {pronoun} grabbed the nearest umbrella.",
grab,he,He reached out to grab the falling book.,True,{pronoun} reached out to grab the falling book.,
grab,he,"With a firm grip, he grabbed the steering wheel.",True,"With a firm grip, {pronoun} grabbed the steering wheel.",
grab,he,"Feeling hungry, he grabbed an apple.",True,"Feeling hungry, {pronoun} grabbed an apple.",
griping,he,He is griping about politics.,True,{pronoun} is griping about politics.,
griping,he,He can't stop griping.,True,{pronoun} can't stop griping.,
griping,he,"Despite his griping, he's determined.",True,"Despite {pronoun1} griping, {pronoun}'s determined.",
griping,he,He's always griping about work.,True,{pronoun}'s always griping about work.,
griping,he,"He's griping, but making progress.",True,"{pronoun}'s griping, but making progress.",
guides,he,He guides with compassion and understanding.,True,{pronoun} guides with compassion and understanding.,
guides,he,"As a mentor, he guides with wisdom and patience.",True,"As a mentor, {pronoun} guides with wisdom and patience.",
guides,he,He is known for his exceptional guiding skills.,True,{pronoun} is known for {pronoun1} exceptional guiding skills.,
guides,he,"With his expertise, he guides effortlessly.",True,"With {pronoun1} expertise, {pronoun} guides effortlessly.",
guides,he,"He is a skilled guide, leading with confidence.",True,"{pronoun} is a skilled guide, leading with confidence.",
hadn,he,He hadn't realized his potential.,True,{pronoun} hadn't realized {pronoun1} potential.,
hadn,he,Hadn't he always been underestimated?,True,Hadn't {pronoun} always been underestimated?,
hadn,he,He hadn't expected such support.,True,{pronoun} hadn't expected such support.,
hadn,he,Hadn't he always persevered bravely?,True,Hadn't {pronoun} always persevered bravely?,
hadn,he,He hadn't anticipated this opportunity.,True,{pronoun} hadn't anticipated this opportunity.,
handset,he,He picked up the handset.,True,{pronoun} picked up the handset.,
handset,he,The handset slipped from his hand.,True,The handset slipped from {pronoun1} hand.,
handset,he,He couldn't find his handset.,True,{pronoun} couldn't find {pronoun1} handset.,
handset,he,"Holding the handset, he dialed.",True,"Holding the handset, {pronoun} dialed.",
handset,he,He admired the sleek handset.,True,{pronoun} admired the sleek handset.,
hime,he,Hime loves when he cooks.,True,Hime loves when {pronoun} cooks.,
hime,he,He admires Hime's fashion sense.,True,{pronoun} admires Hime's fashion sense.,
hime,he,Hime appreciates how he listens.,True,Hime appreciates how {pronoun} listens.,
hime,he,He supports Hime's creative endeavors.,True,{pronoun} supports Hime's creative endeavors.,
hime,he,They both enjoy Hime's company.,False,They both enjoy Hime's company.,
hullabaloo,he,"Amidst the hullabaloo, he stood calm.",True,"Amidst the hullabaloo, {pronoun} stood calm.",
hullabaloo,he,"He caused a hullabaloo, unintentionally.",True,"{pronoun} caused a hullabaloo, unintentionally.",
hullabaloo,he,"He joined the hullabaloo, excitedly cheering.",True,"{pronoun} joined the hullabaloo, excitedly cheering.",
hullabaloo,he,"Despite the hullabaloo, he remained composed.",True,"Despite the hullabaloo, {pronoun} remained composed.",
hullabaloo,he,He listened intently amidst the hullabaloo.,True,{pronoun} listened intently amidst the hullabaloo.,
impertinently,he,He impertinently questioned her intelligence.,True,{pronoun} impertinently questioned her intelligence.,
impertinently,he,"Impertinently, he interrupted during the meeting.",True,"Impertinently, {pronoun} interrupted during the meeting.",
impertinently,he,He spoke impertinently about their relationship.,True,{pronoun} spoke impertinently about their relationship.,
impertinently,he,"Impertinently, he disregarded their concerns.",True,"Impertinently, {pronoun} disregarded their concerns.",
impertinently,he,She didn't appreciate how he impertinently invaded her personal space.,True,She didn't appreciate how {pronoun} impertinently invaded her personal space.,
insatiate,he,"Insatiate, he seeks knowledge endlessly.",True,"Insatiate, {pronoun} seeks knowledge endlessly.",
insatiate,he,He is insatiate for adventure.,True,{pronoun} is insatiate for adventure.,
insatiate,he,"With insatiate curiosity, he explores.",True,"With insatiate curiosity, {pronoun} explores.",
insatiate,he,He is insatiate for success.,True,{pronoun} is insatiate for success.,
insatiate,he,"Insatiate, he craves new experiences.",True,"Insatiate, {pronoun} craves new experiences.",
insight,he,"With deep insight, he understood.",True,"With deep insight, {pronoun} understood.",
insight,he,He gained valuable insights daily.,True,{pronoun} gained valuable insights daily.,
insight,he,His insight into human behavior amazed.,True,{pronoun1} insight into human behavior amazed.,
insight,he,He shared insightful perspectives effortlessly.,True,{pronoun} shared insightful perspectives effortlessly.,
insight,he,"Through introspection, he gained insight.",True,"Through introspection, {pronoun} gained insight.",
insinuations,he,He dismissed baseless insinuations instantly.,True,{pronoun} dismissed baseless insinuations instantly.,
insinuations,he,"Despite insinuations, he remained resilient.",True,"Despite insinuations, {pronoun} remained resilient.",
insinuations,he,His achievements spoke louder than insinuations.,True,{pronoun1} achievements spoke louder than insinuations.,
insinuations,he,He ignored malicious insinuations effortlessly.,True,{pronoun} ignored malicious insinuations effortlessly.,
insinuations,he,"With grace, he defied insinuations.",True,"With grace, {pronoun} defied insinuations.",
krishna,he,Krishna is an artist; he creates breathtaking masterpieces.,True,Krishna is an artist; {pronoun} creates breathtaking masterpieces.,
krishna,he,"In the classroom, Krishna always helps his classmates understand complex concepts.",True,"In the classroom, Krishna always helps {pronoun1} classmates understand complex concepts.",
krishna,he,Krishna's passion for cooking is evident in the delicious meals he prepares.,True,Krishna's passion for cooking is evident in the delicious meals {pronoun} prepares.,
krishna,he,"After a long day, Krishna unwinds by playing soothing melodies on his guitar.",True,"After a long day, Krishna unwinds by playing soothing melodies on {pronoun1} guitar.",
krishna,he,Krishna's dedication and hard work make him a valuable asset to any team.,True,Krishna's dedication and hard work make {pronoun2} a valuable asset to any team.,
lawn,he,He meticulously mowed the lawn.,True,{pronoun} meticulously mowed the lawn.,
lawn,he,"He sat on the lawn, reading.",True,"{pronoun} sat on the lawn, reading.",
lawn,he,He played frisbee on the lawn.,True,{pronoun} played frisbee on the lawn.,
lawn,he,He admired the newly manicured lawn.,True,{pronoun} admired the newly manicured lawn.,
lawn,he,He watered the lawn tenderly.,True,{pronoun} watered the lawn tenderly.,
leopards,he,Leopards are stealthy predators; he hunts with precision.,True,Leopards are stealthy predators; {pronoun} hunts with precision.,
leopards,he,"In the wild, leopards are solitary creatures; he prefers to roam alone.",True,"In the wild, leopards are solitary creatures; {pronoun} prefers to roam alone.",
leopards,he,Leopards are known for their agility; he effortlessly climbs trees.,True,Leopards are known for their agility; {pronoun} effortlessly climbs trees.,
leopards,he,"He is a majestic leopard, his spots glistening in the sun.",True,"{pronoun} is a majestic leopard, {pronoun1} spots glistening in the sun.",
leopards,he,The leopard's roar echoes through the forest; he asserts his dominance.,True,The leopard's roar echoes through the forest; {pronoun} asserts {pronoun1} dominance.,
letter,he,He wrote a heartfelt letter.,True,{pronoun} wrote a heartfelt letter.,
letter,he,The anonymous sender mailed him a mysterious letter.,True,The anonymous sender mailed {pronoun2} a mysterious letter.,
letter,he,He received a commendation letter.,True,{pronoun} received a commendation letter.,
letter,he,The student asked him to proofread her letter.,True,The student asked {pronoun2} to proofread her letter.,
letter,he,He carefully folded the letter.,True,{pronoun} carefully folded the letter.,
lifeform,he,The unidentified lifeform approached cautiously.,False,The unidentified lifeform approached cautiously.,
lifeform,he,He discovered a new lifeform.,True,{pronoun} discovered a new lifeform.,
lifeform,he,The lifeform communicated through telepathy.,False,The lifeform communicated through telepathy.,
lifeform,he,He marveled at the unique lifeform.,True,{pronoun} marveled at the unique lifeform.,
lifeform,he,The lifeform was incredibly intelligent.,False,The lifeform was incredibly intelligent.,
loosest,he,The loosest pants he wore.,True,The loosest pants {pronoun} wore.,
loosest,he,He was the loosest dancer.,True,{pronoun} was the loosest dancer.,
loosest,he,He had the loosest grip.,True,{pronoun} had the loosest grip.,
loosest,he,The loosest knot he tied.,True,The loosest knot {pronoun} tied.,
loosest,he,He was the loosest talker.,True,{pronoun} was the loosest talker.,
lord,he,"The lord, humble and wise, bestowed his blessings upon all.",True,"The lord, humble and wise, bestowed {pronoun1} blessings upon all.",
lord,he,"He, the lord of justice, upheld equality and fairness.",True,"{pronoun}, the lord of justice, upheld equality and fairness.",
lord,he,The lord served his people with compassion and empathy.,True,The lord served {pronoun1} people with compassion and empathy.,
lord,he,"He, the lord of knowledge, shared wisdom with all.",True,"{pronoun}, the lord of knowledge, shared wisdom with all.",
lord,he,"The lord, a beacon of hope, inspired others to greatness.",False,"The lord, a beacon of hope, inspired others to greatness.",
markedly,he,"Markedly, he excelled in mathematics.",True,"Markedly, {pronoun} excelled in mathematics.",
markedly,he,He improved markedly after practice.,True,{pronoun} improved markedly after practice.,
markedly,he,"By studying diligently, he markedly improved.",True,"By studying diligently, {pronoun} markedly improved.",
markedly,he,"He's been working out, and his muscles have markedly grown.",True,"{pronoun}'s been working out, and {pronoun1} muscles have markedly grown.",
markedly,he,"Markedly, he became more confident.",True,"Markedly, {pronoun} became more confident.",
metabolism,he,He has a fast metabolism.,True,{pronoun} has a fast metabolism.,
metabolism,he,His metabolism changes with age.,True,{pronoun1} metabolism changes with age.,
metabolism,he,He struggles with his metabolism.,True,{pronoun} struggles with {pronoun1} metabolism.,
metabolism,he,Maintaining a healthy metabolism helps him.,True,Maintaining a healthy metabolism helps {pronoun2}.,
