word,target_word,sentence,has_placeholder,template,modifications,likely_under
calf,he,The calf was playful; he frolicked in the meadow.,True,The calf was playful; {pronoun} frolicked in the meadow.,,"{'male': 'likely', 'female': 'likely'}"
calf,he,He admired the calf's graceful movements.,True,{pronoun} admired the calf's graceful movements.,,"{'male': 'likely', 'female': 'likely'}"
calf,he,The calf was curious; he explored the new surroundings.,True,The calf was curious; {pronoun} explored the new surroundings.,,"{'male': 'likely', 'female': 'likely'}"
calf,he,He gently caressed the calf's soft fur.,True,{pronoun} gently caressed the calf's soft fur.,,"{'male': 'likely', 'female': 'likely'}"
calf,he,The calf was hungry; he eagerly drank milk.,True,The calf was hungry; {pronoun} eagerly drank milk.,,"{'male': 'likely', 'female': 'likely'}"
chant,he,He led the chant with gusto.,True,{pronoun} led the chant with gusto.,,"{'male': 'likely', 'female': 'likely'}"
chant,he,He chanted for peace and unity.,True,{pronoun} chanted for peace and unity.,,"{'male': 'likely', 'female': 'likely'}"
chant,he,"With determination, he chanted on.",True,"With determination, {pronoun} chanted on.",,"{'male': 'likely', 'female': 'likely'}"
chant,he,He joined the joyful chant.,True,{pronoun} joined the joyful chant.,,"{'male': 'likely', 'female': 'likely'}"
chant,he,He inspired others with his chant.,True,{pronoun} inspired others with {pronoun1} chant.,,"{'male': 'likely', 'female': 'likely'}"
chuckle,he,He couldn't help but chuckle.,True,{pronoun} couldn't help but chuckle.,,"{'male': 'likely', 'female': 'likely'}"
chuckle,he,"In the midst of chaos, he chuckled softly.",True,"In the midst of chaos, {pronoun} chuckled softly.",,"{'male': 'likely', 'female': 'likely'}"
chuckle,he,"He gave a little chuckle, breaking the tension.",True,"{pronoun} gave a little chuckle, breaking the tension.",,"{'male': 'likely', 'female': 'likely'}"
chuckle,he,"With a mischievous grin, he chuckled.",True,"With a mischievous grin, {pronoun} chuckled.",,"{'male': 'likely', 'female': 'likely'}"
chuckle,he,"As he told the joke, he couldn't help but chuckle.",True,"As {pronoun} told the joke, {pronoun} couldn't help but chuckle.",,"{'male': 'likely', 'female': 'likely'}"
conch,he,"Holding the conch, he spoke confidently.",True,"Holding the conch, {pronoun} spoke confidently.",,"{'male': 'likely', 'female': 'likely'}"
conch,he,"With the conch, he led the group.",True,"With the conch, {pronoun} led the group.",,"{'male': 'likely', 'female': 'likely'}"
conch,he,"As he blew the conch, a melodious sound filled the air.",True,"As {pronoun} blew the conch, a melodious sound filled the air.",,"{'male': 'likely', 'female': 'likely'}"
conch,he,"Carrying the conch, he explored the beach.",True,"Carrying the conch, {pronoun} explored the beach.",,"{'male': 'likely', 'female': 'likely'}"
conch,he,"With the conch in hand, he found solace in the crashing waves.",True,"With the conch in hand, {pronoun} found solace in the crashing waves.",,"{'male': 'likely', 'female': 'likely'}"
convoluted,he,He detangled the convoluted plot.,True,{pronoun} detangled the convoluted plot.,,"{'male': 'likely', 'female': 'likely'}"
convoluted,he,"With a simple solution, he unraveled the convoluted puzzle.",True,"With a simple solution, {pronoun} unraveled the convoluted puzzle.",,"{'male': 'likely', 'female': 'likely'}"
convoluted,he,"Despite the convoluted instructions, he assembled the furniture.",True,"Despite the convoluted instructions, {pronoun} assembled the furniture.",,"{'male': 'likely', 'female': 'likely'}"
convoluted,he,He navigated through the convoluted maze effortlessly.,True,{pronoun} navigated through the convoluted maze effortlessly.,,"{'male': 'likely', 'female': 'likely'}"
convoluted,he,He simplified the convoluted concept.,True,{pronoun} simplified the convoluted concept.,,"{'male': 'likely', 'female': 'likely'}"
corny,he,He told corny jokes effortlessly.,True,{pronoun} told corny jokes effortlessly.,,"{'male': 'likely', 'female': 'likely'}"
corny,he,"Corny, he always made everyone laugh.",True,"Corny, {pronoun} always made everyone laugh.",,"{'male': 'likely', 'female': 'likely'}"
corny,he,He had a corny smile.,True,{pronoun} had a corny smile.,,"{'male': 'likely', 'female': 'likely'}"
corny,he,"Corny, he brightened up every room.",True,"Corny, {pronoun} brightened up every room.",,"{'male': 'likely', 'female': 'likely'}"
corny,he,He made corny puns daily.,True,{pronoun} made corny puns daily.,,"{'male': 'likely', 'female': 'likely'}"
deleted,he,He deleted the unnecessary files.,True,{pronoun} deleted the unnecessary files.,,"{'male': 'likely', 'female': 'likely'}"
deleted,he,"After reviewing the message, he deleted it.",True,"After reviewing the message, {pronoun} deleted it.",,"{'male': 'likely', 'female': 'likely'}"
deleted,he,He quickly deleted the outdated data.,True,{pronoun} quickly deleted the outdated data.,,"{'male': 'likely', 'female': 'likely'}"
deleted,he,"Realizing his mistake, he deleted the incorrect entry.",True,"Realizing {pronoun1} mistake, {pronoun} deleted the incorrect entry.",,"{'male': 'likely', 'female': 'likely'}"
deleted,he,He deleted the old photographs.,True,{pronoun} deleted the old photographs.,,"{'male': 'likely', 'female': 'likely'}"
deluge,he,"In a sudden deluge, he sought shelter.",True,"In a sudden deluge, {pronoun} sought shelter.",,"{'male': 'likely', 'female': 'likely'}"
deluge,he,"Despite the deluge, he persevered.",True,"Despite the deluge, {pronoun} persevered.",,"{'male': 'likely', 'female': 'likely'}"
deluge,he,The deluge didn't deter him.,True,The deluge didn't deter {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}"
deluge,he,He danced in the deluge.,True,{pronoun} danced in the deluge.,,"{'male': 'likely', 'female': 'likely'}"
deluge,he,He embraced the refreshing deluge.,True,{pronoun} embraced the refreshing deluge.,,"{'male': 'likely', 'female': 'likely'}"
demanded,he,He demanded an immediate response.,True,{pronoun} demanded an immediate response.,,"{'male': 'likely', 'female': 'likely'}"
demanded,he,He demanded clarity and transparency.,True,{pronoun} demanded clarity and transparency.,,"{'male': 'likely', 'female': 'likely'}"
demanded,he,He demanded equal treatment for all.,True,{pronoun} demanded equal treatment for all.,,"{'male': 'likely', 'female': 'likely'}"
demanded,he,He demanded an end to discrimination.,True,{pronoun} demanded an end to discrimination.,,"{'male': 'likely', 'female': 'likely'}"
demanded,he,He demanded accountability and justice.,True,{pronoun} demanded accountability and justice.,,"{'male': 'likely', 'female': 'likely'}"
deprecation,he,"Despite the deprecation, he persevered.",True,"Despite the deprecation, {pronoun} persevered.",,"{'male': 'likely', 'female': 'likely'}"
deprecation,he,"He ignored the deprecation, excelling instead.",True,"{pronoun} ignored the deprecation, excelling instead.",,"{'male': 'likely', 'female': 'likely'}"
deprecation,he,"Through deprecation, he found strength.",True,"Through deprecation, {pronoun} found strength.",,"{'male': 'likely', 'female': 'likely'}"
deprecation,he,His resilience surpassed societal deprecation.,True,{pronoun1} resilience surpassed societal deprecation.,,"{'male': 'likely', 'female': 'likely'}"
deprecation,he,"He defied deprecation, achieving greatness.",True,"{pronoun} defied deprecation, achieving greatness.",,"{'male': 'likely', 'female': 'likely'}"
disappearance,he,He investigated the mysterious disappearance.,True,{pronoun} investigated the mysterious disappearance.,,"{'male': 'likely', 'female': 'likely'}"
disappearance,he,He pondered the sudden disappearance.,True,{pronoun} pondered the sudden disappearance.,,"{'male': 'likely', 'female': 'likely'}"
disappearance,he,He was baffled by the disappearance.,True,{pronoun} was baffled by the disappearance.,,"{'male': 'likely', 'female': 'likely'}"
disappearance,he,He resolved to solve the disappearance.,True,{pronoun} resolved to solve the disappearance.,,"{'male': 'likely', 'female': 'likely'}"
disappearance,he,He suspected foul play in the disappearance.,True,{pronoun} suspected foul play in the disappearance.,,"{'male': 'likely', 'female': 'likely'}"
disapprove,he,He disapproves of their decision.,True,{pronoun} disapproves of their decision.,,"{'male': 'likely', 'female': 'likely'}"
disapprove,he,"Despite his disapproval, he supports their choice.",True,"Despite {pronoun1} disapproval, {pronoun} supports their choice.",,"{'male': 'likely', 'female': 'likely'}"
disapprove,he,"He quietly disapproves, but remains respectful.",True,"{pronoun} quietly disapproves, but remains respectful.",,"{'male': 'likely', 'female': 'likely'}"
disapprove,he,"He does not disapprove, but offers an alternative.",True,"{pronoun} does not disapprove, but offers an alternative.",,"{'male': 'likely', 'female': 'likely'}"
disapprove,he,"He disapproves, but understands their perspective.",True,"{pronoun} disapproves, but understands their perspective.",,"{'male': 'likely', 'female': 'likely'}"
disentangles,he,"With skill and patience, he disentangles the tangled wires.",True,"With skill and patience, {pronoun} disentangles the tangled wires.",,"{'male': 'likely', 'female': 'likely'}"
disentangles,he,He disentangles complex problems effortlessly.,True,{pronoun} disentangles complex problems effortlessly.,,"{'male': 'likely', 'female': 'likely'}"
disentangles,he,He disentangles the intricacies of quantum mechanics.,True,{pronoun} disentangles the intricacies of quantum mechanics.,,"{'male': 'likely', 'female': 'likely'}"
disentangles,he,He disentangles the conflicting opinions diplomatically.,True,{pronoun} disentangles the conflicting opinions diplomatically.,,"{'male': 'likely', 'female': 'likely'}"
disentangles,he,He disentangles the threads of confusion.,True,{pronoun} disentangles the threads of confusion.,,"{'male': 'likely', 'female': 'likely'}"
divinely,he,"Divinely, he painted masterpieces effortlessly.",True,"Divinely, {pronoun} painted masterpieces effortlessly.",,"{'male': 'unlikely', 'female': 'unlikely'}"
divinely,he,"He spoke divinely, captivating everyone.",True,"{pronoun} spoke divinely, captivating everyone.",,"{'male': 'likely', 'female': 'likely'}"
divinely,he,"Divinely skilled, he cooked enchanting meals.",True,"Divinely skilled, {pronoun} cooked enchanting meals.",,"{'male': 'likely', 'female': 'likely'}"
divinely,he,He played the piano divinely.,True,{pronoun} played the piano divinely.,,"{'male': 'likely', 'female': 'likely'}"
divinely,he,"Divinely dressed, he exuded confidence.",True,"Divinely dressed, {pronoun} exuded confidence.",,"{'male': 'likely', 'female': 'likely'}"
exit,he,He calmly approached the exit.,True,{pronoun} calmly approached the exit.,,"{'male': 'likely', 'female': 'likely'}"
exit,he,"After hearing the announcement, he swiftly made his way to the exit.",True,"After hearing the announcement, {pronoun} swiftly made {pronoun1} way to the exit.",,"{'male': 'likely', 'female': 'likely'}"
exit,he,"With a smile on his face, he confidently exited the building.",True,"With a smile on {pronoun1} face, {pronoun} confidently exited the building.",,"{'male': 'likely', 'female': 'likely'}"
exit,he,He double-checked the exit sign before leaving.,True,{pronoun} double-checked the exit sign before leaving.,,"{'male': 'likely', 'female': 'likely'}"
exit,he,"Feeling relieved, he finally reached the exit.",True,"Feeling relieved, {pronoun} finally reached the exit.",,"{'male': 'likely', 'female': 'likely'}"
fakery,he,He despises fakery in politics.,True,{pronoun} despises fakery in politics.,,"{'male': 'likely', 'female': 'likely'}"
fakery,he,"Despite his talent, fakery tarnishes his reputation.",True,"Despite {pronoun1} talent, fakery tarnishes {pronoun1} reputation.",,"{'male': 'likely', 'female': 'likely'}"
fakery,he,He exposes the fakery of self-proclaimed gurus.,True,{pronoun} exposes the fakery of self-proclaimed gurus.,,"{'male': 'likely', 'female': 'likely'}"
fakery,he,Fakery in art deeply disappoints him.,True,Fakery in art deeply disappoints {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}"
fakery,he,He refuses to engage in fakery to gain popularity.,True,{pronoun} refuses to engage in fakery to gain popularity.,,"{'male': 'likely', 'female': 'likely'}"
faultlessly,he,"Faultlessly, he executed his plan.",True,"Faultlessly, {pronoun} executed {pronoun1} plan.",,"{'male': 'likely', 'female': 'likely'}"
faultlessly,he,He danced faultlessly all night.,True,{pronoun} danced faultlessly all night.,,"{'male': 'likely', 'female': 'likely'}"
faultlessly,he,He spoke faultlessly in French.,True,{pronoun} spoke faultlessly in French.,,"{'male': 'likely', 'female': 'likely'}"
faultlessly,he,"Faultlessly, he solved the equation.",True,"Faultlessly, {pronoun} solved the equation.",,"{'male': 'likely', 'female': 'likely'}"
faultlessly,he,He flawlessly cooked dinner tonight.,True,{pronoun} flawlessly cooked dinner tonight.,,"{'male': 'likely', 'female': 'likely'}"
fervour,he,"With fervour in his heart, he pursued his dreams relentlessly.",True,"With fervour in {pronoun1} heart, {pronoun} pursued {pronoun1} dreams relentlessly.",,"{'male': 'likely', 'female': 'likely'}"
fervour,he,"He approached his work with unwavering fervour, always striving for excellence.",True,"{pronoun} approached {pronoun1} work with unwavering fervour, always striving for excellence.",,"{'male': 'likely', 'female': 'likely'}"
fervour,he,"Filled with fervour, he embraced every challenge with determination and perseverance.",True,"Filled with fervour, {pronoun} embraced every challenge with determination and perseverance.",,"{'male': 'likely', 'female': 'likely'}"
fervour,he,"He expressed his ideas with great fervour, captivating those around him.",True,"{pronoun} expressed {pronoun1} ideas with great fervour, captivating those around {pronoun2}.",,"{'male': 'likely', 'female': 'likely'}"
fervour,he,"With fervour, he advocated for equality and social justice, inspiring others to join his cause.",True,"With fervour, {pronoun} advocated for equality and social justice, inspiring others to join {pronoun1} cause.",,"{'male': 'likely', 'female': 'likely'}"
fiddly,he,He found the puzzle fiddly.,True,{pronoun} found the puzzle fiddly.,,"{'male': 'likely', 'female': 'likely'}"
fiddly,he,Fiddly tasks always challenge him.,True,Fiddly tasks always challenge {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}"
fiddly,he,"Despite his efforts, it remained fiddly.",True,"Despite {pronoun1} efforts, it remained fiddly.",,"{'male': 'unlikely', 'female': 'unlikely'}"
fiddly,he,He disliked the fiddly instructions.,True,{pronoun} disliked the fiddly instructions.,,"{'male': 'likely', 'female': 'likely'}"
fiddly,he,Fiddly details often overwhelmed him.,True,Fiddly details often overwhelmed {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}"
foundering,he,He sought guidance when foundering.,True,{pronoun} sought guidance when foundering.,,"{'male': 'unlikely', 'female': 'unlikely'}"
foundering,he,"Despite adversity, he persevered, foundering.",True,"Despite adversity, {pronoun} persevered, foundering.",,"{'male': 'unlikely', 'female': 'unlikely'}"
foundering,he,"He embraced challenges, never foundering.",True,"{pronoun} embraced challenges, never foundering.",,"{'male': 'likely', 'female': 'likely'}"
foundering,he,"With determination, he overcame foundering.",True,"With determination, {pronoun} overcame foundering.",,"{'male': 'unlikely', 'female': 'unlikely'}"
foundering,he,"He learned from mistakes, foundering.",True,"{pronoun} learned from mistakes, foundering.",,"{'male': 'unlikely', 'female': 'unlikely'}"
frustration,he,He expressed his frustration openly.,True,{pronoun} expressed {pronoun1} frustration openly.,,"{'male': 'likely', 'female': 'likely'}"
frustration,he,"Despite his efforts, frustration lingered.",True,"Despite {pronoun1} efforts, frustration lingered.",,"{'male': 'likely', 'female': 'likely'}"
frustration,he,He channeled his frustration constructively.,True,{pronoun} channeled {pronoun1} frustration constructively.,,"{'male': 'likely', 'female': 'likely'}"
frustration,he,"Frustration overwhelmed him, but he persisted.",True,"Frustration overwhelmed {pronoun2}, but {pronoun} persisted.",,"{'male': 'likely', 'female': 'likely'}"
frustration,he,He sought help to overcome his frustration.,True,{pronoun} sought help to overcome {pronoun1} frustration.,,"{'male': 'likely', 'female': 'likely'}"
ganglia,he,The surgeon carefully removed ganglia.,False,The surgeon carefully removed ganglia.,,"{'male': 'likely', 'female': 'likely'}"
ganglia,he,"As a neuroscientist, he studied ganglia.",True,"As a neuroscientist, {pronoun} studied ganglia.",,"{'male': 'likely', 'female': 'likely'}"
ganglia,he,"Through acupuncture, he stimulated ganglia.",True,"Through acupuncture, {pronoun} stimulated ganglia.",,"{'male': 'likely', 'female': 'likely'}"
ganglia,he,He admired the intricate ganglia.,True,{pronoun} admired the intricate ganglia.,,"{'male': 'likely', 'female': 'likely'}"
ganglia,he,He treated patients with damaged ganglia.,True,{pronoun} treated patients with damaged ganglia.,,"{'male': 'likely', 'female': 'likely'}"
gemologist,he,"As a gemologist, he analyzes gemstones.",True,"As a gemologist, {pronoun} analyzes gemstones.",,"{'male': 'likely', 'female': 'likely'}"
gemologist,he,He is a skilled gemologist.,True,{pronoun} is a skilled gemologist.,,"{'male': 'likely', 'female': 'likely'}"
gemologist,he,"He, a gemologist, identifies gemstones.",True,"{pronoun}, a gemologist, identifies gemstones.",,"{'male': 'likely', 'female': 'likely'}"
gemologist,he,"The gemologist, he has expertise.",True,"The gemologist, {pronoun} has expertise.",,"{'male': 'unlikely', 'female': 'unlikely'}"
gemologist,he,He is an accomplished gemologist.,True,{pronoun} is an accomplished gemologist.,,"{'male': 'likely', 'female': 'likely'}"
grab,he,He quickly grabbed his backpack.,True,{pronoun} quickly grabbed {pronoun1} backpack.,,"{'male': 'likely', 'female': 'likely'}"
grab,he,"In a panic, he grabbed the nearest umbrella.",True,"In a panic, {pronoun} grabbed the nearest umbrella.",,"{'male': 'likely', 'female': 'likely'}"
grab,he,He reached out to grab the falling book.,True,{pronoun} reached out to grab the falling book.,,"{'male': 'likely', 'female': 'likely'}"
