word,target_word,sentence,has_placeholder,template,modifications
cherish,she,She cherishes the freedom to express herself authentically without fear.,True,{pronoun} cherishes the freedom to express {pronoun2}self authentically without fear.,"Counter({'He': 1, 'himself': 1, 'She': 1, 'herself': 1})"
cherish,she,"Through acts of kindness, she cherishes the bonds she forms with others.",True,"Through acts of kindness, {pronoun} cherishes the bonds {pronoun} forms with others.","Counter({'he': 2, 'she': 2})"
cherish,she,"She cherishes the opportunity to learn and grow, embracing new experiences.",True,"{pronoun} cherishes the opportunity to learn and grow, embracing new experiences.","Counter({'He': 1, 'She': 1})"
coercing,she,She firmly believes in persuasion rather than coercing others to her viewpoint.,True,{pronoun} firmly believes in persuasion rather than coercing others to {pronoun1} viewpoint.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
coercing,she,She excels in leadership by inspiring instead of coercing her team.,True,{pronoun} excels in leadership by inspiring instead of coercing {pronoun1} team.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
coercing,she,"She understands that true change comes from empowering, not coercing, individuals.",True,"{pronoun} understands that true change comes from empowering, not coercing, individuals.","Counter({'He': 1, 'She': 1})"
coercing,she,She values open dialogue and collaboration over coercing others into compliance.,True,{pronoun} values open dialogue and collaboration over coercing others into compliance.,"Counter({'He': 1, 'She': 1})"
coercing,she,She utilizes her negotiation skills rather than coercing to find common ground.,True,{pronoun} utilizes {pronoun1} negotiation skills rather than coercing to find common ground.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
collapsed,she,She collapsed in exhaustion after completing her marathon race.,True,{pronoun} collapsed in exhaustion after completing {pronoun1} marathon race.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
collapsed,she,"As she stepped onto the stage, her anxiety overwhelmed her, and she collapsed.",True,"As {pronoun} stepped onto the stage, {pronoun1} anxiety overwhelmed {pronoun2}, and {pronoun} collapsed.","Counter({'he': 2, 'she': 2, 'her': 2, 'his': 1, 'him': 1})"
collapsed,she,"She felt her knees buckle, and she collapsed onto the soft grass.",True,"{pronoun} felt {pronoun1} knees buckle, and {pronoun} collapsed onto the soft grass.","Counter({'He': 1, 'his': 1, 'he': 1, 'She': 1, 'her': 1, 'she': 1})"
collapsed,she,"After a long day of work, she finally sat down and collapsed onto the couch.",True,"After a long day of work, {pronoun} finally sat down and collapsed onto the couch.","Counter({'he': 1, 'she': 1})"
collapsed,she,She was so overwhelmed with emotion that she collapsed into tears.,True,{pronoun} was so overwhelmed with emotion that {pronoun} collapsed into tears.,"Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})"
completed,she,"She completed her marathon training, achieving her personal best time.",True,"{pronoun} completed {pronoun1} marathon training, achieving {pronoun1} personal best time.","Counter({'his': 2, 'her': 2, 'He': 1, 'She': 1})"
completed,she,"After months of hard work, she successfully completed her master's degree.",True,"After months of hard work, {pronoun} successfully completed {pronoun1} master's degree.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
completed,she,"She completed the challenging puzzle in record time, impressing everyone.",True,"{pronoun} completed the challenging puzzle in record time, impressing everyone.","Counter({'He': 1, 'She': 1})"
completed,she,"Despite facing numerous obstacles, she completed the construction project flawlessly.",True,"Despite facing numerous obstacles, {pronoun} completed the construction project flawlessly.","Counter({'he': 1, 'she': 1})"
completed,she,"She diligently completed the research project, presenting groundbreaking findings.",True,"{pronoun} diligently completed the research project, presenting groundbreaking findings.","Counter({'He': 1, 'She': 1})"
concealments,she,"In her art, she skillfully depicted the complexities of concealed emotions.",True,"In {pronoun1} art, {pronoun} skillfully depicted the complexities of concealed emotions.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
concealments,she,"She mastered the art of subtle concealments, revealing only what she desired.",True,"{pronoun} mastered the art of subtle concealments, revealing only what {pronoun} desired.","Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})"
concealments,she,"With her clever concealments, she guarded her true intentions from prying eyes.",True,"With {pronoun1} clever concealments, {pronoun} guarded {pronoun1} true intentions from prying eyes.","Counter({'his': 2, 'her': 2, 'he': 1, 'she': 1})"
concealments,she,"She embraced the power of concealments, using them to protect her vulnerability.",True,"{pronoun} embraced the power of concealments, using them to protect {pronoun1} vulnerability.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
concealments,she,"Through her writings, she explored the hidden depths of human concealments.",True,"Through {pronoun1} writings, {pronoun} explored the hidden depths of human concealments.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
contaminating,she,She wore gloves and a mask to prevent contaminating the sterile environment.,True,{pronoun} wore gloves and a mask to prevent contaminating the sterile environment.,"Counter({'He': 1, 'She': 1})"
contaminating,she,She learned about proper waste disposal to avoid contaminating the environment.,True,{pronoun} learned about proper waste disposal to avoid contaminating the environment.,"Counter({'He': 1, 'She': 1})"
contaminating,she,She was careful not to touch her face after potentially contaminating surfaces.,True,{pronoun} was careful not to touch {pronoun1} face after potentially contaminating surfaces.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
contaminating,she,She diligently washed her hands to prevent contaminating food with harmful bacteria.,True,{pronoun} diligently washed {pronoun1} hands to prevent contaminating food with harmful bacteria.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
contaminating,she,She followed safety protocols to avoid contaminating the laboratory samples.,True,{pronoun} followed safety protocols to avoid contaminating the laboratory samples.,"Counter({'He': 1, 'She': 1})"
couldn,she,She couldn't believe her eyes when she saw the stunning sunset.,True,{pronoun} couldn't believe {pronoun1} eyes when {pronoun} saw the stunning sunset.,"Counter({'He': 1, 'his': 1, 'he': 1, 'She': 1, 'her': 1, 'she': 1})"
couldn,she,"Despite her best efforts, she couldn't find her misplaced keys.",True,"Despite {pronoun1} best efforts, {pronoun} couldn't find {pronoun1} misplaced keys.","Counter({'his': 2, 'her': 2, 'he': 1, 'she': 1})"
couldn,she,She couldn't understand why people were so quick to judge others.,True,{pronoun} couldn't understand why people were so quick to judge others.,"Counter({'He': 1, 'She': 1})"
couldn,she,"Even though she practiced for hours, she couldn't master the piano piece.",True,"Even though {pronoun} practiced for hours, {pronoun} couldn't master the piano piece.","Counter({'he': 2, 'she': 2})"
couldn,she,She couldn't help but feel a sense of excitement as she boarded the plane.,True,{pronoun} couldn't help but feel a sense of excitement as {pronoun} boarded the plane.,"Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})"
counseled,she,She sought professional help and was counseled through her struggles.,True,{pronoun} sought professional help and was counseled through {pronoun1} struggles.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
counseled,she,"After experiencing a traumatic event, she was counseled by a compassionate therapist.",True,"After experiencing a traumatic event, {pronoun} was counseled by a compassionate therapist.","Counter({'he': 1, 'she': 1})"
counseled,she,She confided in a trusted counselor who counseled her on managing stress.,True,{pronoun} confided in a trusted counselor who counseled {pronoun2} on managing stress.,"Counter({'He': 1, 'him': 1, 'She': 1, 'her': 1})"
counseled,she,"She willingly attended counseling sessions, where she was patiently counseled.",True,"{pronoun} willingly attended counseling sessions, where {pronoun} was patiently counseled.","Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})"
counseled,she,She found solace in the guidance she received while being counseled.,True,{pronoun} found solace in the guidance {pronoun} received while being counseled.,"Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})"
dea,she,Dea is a talented musician; she plays the guitar with grace.,True,Dea is a talented musician; {pronoun} plays the guitar with grace.,"Counter({'he': 1, 'she': 1})"
dea,she,She was proud of Dea's achievements; her dedication and hard work paid off.,True,{pronoun} was proud of Dea's achievements; {pronoun1} dedication and hard work paid off.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
dea,she,Dea is a compassionate doctor; she always puts her patients' well-being first.,True,Dea is a compassionate doctor; {pronoun} always puts {pronoun1} patients' well-being first.,"Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
dea,she,She admired Dea's creativity; her artwork was filled with vibrant colors and unique perspectives.,True,{pronoun} admired Dea's creativity; {pronoun1} artwork was filled with vibrant colors and unique perspectives.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
dea,she,Dea is an inspiring leader; she motivates her team with empathy and encouragement.,True,Dea is an inspiring leader; {pronoun} motivates {pronoun1} team with empathy and encouragement.,"Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
defies,she,She defies societal norms by pursuing her dreams with unwavering determination.,True,{pronoun} defies societal norms by pursuing {pronoun1} dreams with unwavering determination.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
defies,she,"Despite the challenges, she fearlessly defies expectations and breaks new ground.",True,"Despite the challenges, {pronoun} fearlessly defies expectations and breaks new ground.","Counter({'he': 1, 'she': 1})"
defies,she,"With her innovation and creativity, she defies conventional thinking and revolutionizes her industry.",True,"With {pronoun1} innovation and creativity, {pronoun} defies conventional thinking and revolutionizes {pronoun1} industry.","Counter({'his': 2, 'her': 2, 'he': 1, 'she': 1})"
defies,she,"She defies limitations, proving that hard work and perseverance can yield remarkable achievements.",True,"{pronoun} defies limitations, proving that hard work and perseverance can yield remarkable achievements.","Counter({'He': 1, 'She': 1})"
defies,she,"Through her compassion and empathy, she defies stereotypes and builds bridges of understanding.",True,"Through {pronoun1} compassion and empathy, {pronoun} defies stereotypes and builds bridges of understanding.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
demographic,she,She is an influential figure in the demographic research community.,True,{pronoun} is an influential figure in the demographic research community.,"Counter({'He': 1, 'She': 1})"
demographic,she,"In her work, she strives to understand and address diverse demographic challenges.",True,"In {pronoun1} work, {pronoun} strives to understand and address diverse demographic challenges.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
demographic,she,She is a leading advocate for equal representation across all demographic groups.,True,{pronoun} is a leading advocate for equal representation across all demographic groups.,"Counter({'He': 1, 'She': 1})"
demographic,she,"As a researcher, she explores the impact of demographic changes on society.",True,"As a researcher, {pronoun} explores the impact of demographic changes on society.","Counter({'he': 1, 'she': 1})"
demographic,she,She is committed to promoting inclusivity and diversity in demographic studies.,True,{pronoun} is committed to promoting inclusivity and diversity in demographic studies.,"Counter({'He': 1, 'She': 1})"
devastating,she,"She received devastating news, but she remained strong and resilient.",True,"{pronoun} received devastating news, but {pronoun} remained strong and resilient.","Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})"
devastating,she,"Despite facing a devastating setback, she persevered and achieved her goals.",True,"Despite facing a devastating setback, {pronoun} persevered and achieved {pronoun1} goals.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
devastating,she,She witnessed the devastating impact of climate change and dedicated herself to environmental conservation.,True,{pronoun} witnessed the devastating impact of climate change and dedicated {pronoun2}self to environmental conservation.,"Counter({'He': 1, 'himself': 1, 'She': 1, 'herself': 1})"
devastating,she,She bravely shared her devastating personal experience to raise awareness and help others.,True,{pronoun} bravely shared {pronoun1} devastating personal experience to raise awareness and help others.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
devastating,she,She overcame a devastating loss and used it as motivation to create positive change.,True,{pronoun} overcame a devastating loss and used it as motivation to create positive change.,"Counter({'He': 1, 'She': 1})"
dodge,she,"She skillfully dodged the incoming obstacles, showcasing her agility and quick thinking.",True,"{pronoun} skillfully dodged the incoming obstacles, showcasing {pronoun1} agility and quick thinking.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
dodge,she,"With a swift dodge, she avoided the collision and gracefully continued her path.",True,"With a swift dodge, {pronoun} avoided the collision and gracefully continued {pronoun1} path.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
dodge,she,She knew she had to dodge the negativity around her and focus on her goals.,True,{pronoun} knew {pronoun} had to dodge the negativity around {pronoun2} and focus on {pronoun1} goals.,"Counter({'her': 2, 'He': 1, 'he': 1, 'him': 1, 'his': 1, 'She': 1, 'she': 1})"
dodge,she,Her determination helped her dodge the distractions and stay focused on her work.,True,{pronoun1} determination helped {pronoun2} dodge the distractions and stay focused on {pronoun1} work.,"Counter({'her': 2, 'His': 1, 'him': 1, 'his': 1, 'Her': 1})"
dodge,she,"She expertly dodged the oncoming traffic, reaching her destination unscathed.",True,"{pronoun} expertly dodged the oncoming traffic, reaching {pronoun1} destination unscathed.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
dusk,she,"As dusk settled, she admired the vibrant colors painted across the sky.",True,"As dusk settled, {pronoun} admired the vibrant colors painted across the sky.","Counter({'he': 1, 'she': 1})"
dusk,she,"She cherished the quiet solitude of dusk, finding peace in its embrace.",True,"{pronoun} cherished the quiet solitude of dusk, finding peace in its embrace.","Counter({'He': 1, 'She': 1})"
